Name,smiles,RDKit2D_MinEStateIndex,RDKit2D_qed,RDKit2D_SPS,RDKit2D_BalabanJ,RDKit2D_Chi0n,RDKit2D_Kappa1,RDKit2D_Kappa3,RDKit2D_VSA_EState3,RDKit2D_VSA_EState8,RDKit2D_NHOHCount,RDKit2D_NumHDonors,RDKit2D_Phi,RDKit2D_MolLogP,PubChemFP_fp_0,PubChemFP_fp_9,Mordred2D_nAtom,Mordred2D_ATS0se,Mordred2D_ATS2se,Mordred2D_ATS6se,Mordred2D_ATS0are,Mordred2D_ATS5p,Mordred2D_ATS6p,Mordred2D_ATS0i,Mordred2D_ATS2i,Mordred2D_ATS6i,Mordred2D_AATS0v,Mordred2D_ATSC1dv,Mordred2D_ATSC2dv,Mordred2D_ATSC0v,Mordred2D_ATSC1v,Mordred2D_ATSC1pe,Mordred2D_ATSC1are,Mordred2D_ATSC1p,Mordred2D_ATSC0i,Mordred2D_AATSC0i,Mordred2D_BCUTdv-1l,Mordred2D_BCUTse-1l,Mordred2D_BCUTare-1l,Mordred2D_BalabanJ,Mordred2D_SpMAD_DzZ,Mordred2D_SpAbs_Dzse,Mordred2D_SpMAD_Dzse,Mordred2D_SpMAD_Dzpe,Mordred2D_SpMAD_Dzare,Mordred2D_SpAbs_Dzi,Mordred2D_SpDiam_Dzi,Mordred2D_SpMAD_Dzi,Mordred2D_Sse,Mordred2D_Spe,Mordred2D_Sare,Mordred2D_Sp,Mordred2D_Si,Mordred2D_SsCH3,Mordred2D_ETA_dEpsilon_D,Mordred2D_fMF,Mordred2D_CIC0,Mordred2D_ZMIC1,Mordred2D_FilterItLogS,Mordred2D_VMcGowan,Mordred2D_AMID_h,Mordred2D_MID_C,Mordred2D_AMID_O,Mordred2D_apol,Mordred2D_bpol,Mordred2D_TopoPSA,ChemInfo_ISF,ChemInfo_RC1,ChemInfo_DIP,ChemInfo_DZPE,ChemInfo_CV
"1,1,1,2,2,3,3-heptafluoropentan-4-one",CC(=O)C(F)(F)C(F)(F)C(F)(F)F,-6.442291666666667,0.6420450644485228,14.461538461538462,5.158825498434269,6.053999601528452,12.18,1.7534779245742325,0.0,-0.042013888888889,0,0,2.665624502176153,2.408300000000001,3,0,16,183.209688,285.021604,93.312,175.69,9.699767136,3.342633309,3499.0537412052468,5377.005626751447,2132.3065743035995,229.15840992367697,40.25,81.25,432.5021072826057,-40.47997772572419,-0.3789941406250008,-0.4987890625000003,-0.5318621720376607,115.46541758515686,7.216588599072303,0.9959589922519752,2.548195419284085,2.305054924104921,5.039847128628226,4.393923889737525,55.57662620549227,4.4341365886024136,4.340390253026277,4.274264596006356,54.49650814782136,41.02115847743304,4.364462886787648,19.35906773488711,19.862745098039216,20.52,9.012801796407183,20.663257550864543,-0.042013888888889,0.0,0.0,2.2510007769377194,43.730738554131634,-2.323717058312609,95.20000000000005,1.034921762101336,9.998760957329354,0.1289766129175497,15.051379,11.668621,17.07,0.001999416,1.11161,2.5004,0.086348,43.866
pentafluorobenzene,Fc1cc(F)c(F)c(F)c1F,-2.1365740740740744,0.3166631825753135,10.272727272727272,3.455546483817784,4.967172634235761,7.971317122593716,1.1756912706215985,0.0,0.0,0,0,1.8004810273823575,2.3821000000000003,1,0,12,131.96156000000002,169.31836,0.0,126.39,0.991901701,0.0,2463.453587764249,3028.8707803658,0.0,288.1170986114707,5.666666666666663,-8.500000000000004,269.73218086461407,-2.3911622243677977e-13,8.09229226837892e-16,3.980026185167339e-15,-6.453022288079622e-16,103.76851632899486,8.647376360749572,2.9559393625476105,2.440616221766521,2.195777337182544,2.625358332036857,3.181902109526543,34.11924957431346,3.218340870392133,3.1342522914490227,3.0775342433020243,33.142670657824375,23.29937760577453,3.144512569787706,14.227239621267298,14.666666666666666,15.08,8.066941916167664,14.94402840066428,0.0,0.0,0.5,2.259951289896979,41.56105330772672,-3.635251977089668,80.44000000000003,0.79254803484869,12.34514055978318,0.0,13.471793,6.568207,0.0,0.001719148,1.47226,1.2544,0.059645,32.336
"1,8-diaminooctane",NCCCCCCCCN,0.8441358024691358,0.5281924897746287,10.2,2.6476048489438337,6.811554787871632,9.92,7.919999999999998,0.0,1.6882716049382716,4,2,8.84864,1.2444000000000002,20,0,30,215.09668000000008,390.8487999999998,340.8631200000001,165.64980000000003,49.694636735772015,40.67310787637599,5135.18801482498,8627.745357680491,8259.454298253575,149.88128163522026,-4.537777777777777,-15.626666666666669,1347.8657955880242,-13.778081145675584,-0.3329604444444483,-0.3408840000000025,0.1762244831782256,36.040281801926646,1.2013427267308885,1.81238527558496,2.557839180661793,2.312035632307364,2.6476048489438337,6.746896875294013,67.26657424662135,6.749099503560066,6.731343330629537,6.710585720019566,66.4103847817886,53.60424487774642,6.677078411852085,29.20466132556446,27.639215686274515,28.056,17.302910179640726,34.73437297407706,0.0,0.1371428571428571,0.0,3.747952063258242,32.77896738242767,-2.376781434754877,143.54000000000005,0.3412595540645075,15.416501790645077,0.0,28.89586,18.92414,52.04,0.008453101,4.32342,2.0068,0.283239,47.065
"1,9-nonanediol",OCCCCCCCCCO,0.33,0.530515444766483,10.363636363636363,2.6909155266923976,7.258388221678844,10.92,9.920000000000002,16.947909580498866,0.6600000000000001,2,2,9.847854545454544,1.7017,20,0,31,228.9373560000001,413.20171599999975,369.93450000000007,177.55,52.92048809977197,43.898959240376,5210.40481689998,8805.409746701442,8622.036339298773,156.97124381584788,-6.622268470343393,-23.73361082206035,1434.8677731274515,-43.12759472913629,-0.3516251821019808,-0.3585848074921981,0.0262266254031277,34.971657820121905,1.1281179941974808,1.810549030224636,2.556247618080905,2.310284740918032,2.6909155266923976,7.373184610179456,80.71139756092364,7.374365946893397,7.366341929641308,7.3451821023257216,81.48660794997204,65.4211637307031,7.433628948723155,30.539694100509838,28.952941176470592,29.399999999999995,17.946023952095814,35.571668605632176,0.0,0.082983682983683,0.0,3.77315764228155,36.2105500287115,-2.3615092274108305,149.41000000000005,0.310309504682644,17.415357676509085,0.310309504682644,29.96986,20.06414,40.46,0.002464818,1.4353,3.2789,0.286387,50.297
7-phenylheptanoic acid,O=C(O)CCCCCCc1ccccc1,-0.6823524315858365,0.6951018643579228,10.133333333333333,2.0018899173986315,8.984853919031238,11.763046018991965,5.890757506516676,8.448012879560046,0.0,1,1,5.524249617011027,3.2642000000000024,18,0,33,245.662492,428.414612,415.9285,192.87,68.978902340376,59.95737348098,5347.746937211481,8736.054009989495,9308.278441839182,196.90935383111344,18.72727272727272,-1.7263544536271855,1714.5327772299388,37.94148060008381,-0.1895969696969721,-0.1969696969696964,0.3501487012121205,43.145606677643286,1.307442626595251,1.8201065261026157,2.440130536129259,2.1941305381195,1.8337231699286465,7.9920977241399696,119.4608127347394,7.992769137007927,7.988208851224569,7.976184936860778,120.09683581275826,98.45374580518684,8.026462337885373,32.65185724690459,31.22745098039216,31.64,21.147469461077847,37.156378959708,0.0,0.0313888888888889,0.1818181818181818,3.7928595867210855,37.0364979136552,-3.448670597473962,177.71000000000006,0.2254990981396303,26.15894166908061,0.2254990981396303,35.316274,18.925726,37.3,0.002565794,1.37,1.5335,0.287379,56.138
trifluoromethoxymethane,COC(F)(F)F,-4.458333333333334,0.4433409768343679,12.0,3.168489872670569,3.042141709491545,5.75,3.75,0.0,0.0,0,0,1.4049639917695476,1.1526,3,0,9,96.58814,147.95741199999998,0.0,89.7,0.0,0.0,1904.454833575247,2859.555706391197,0.0,187.53420342247236,26.691358024691358,71.56790123456791,281.24571162360775,-112.66934893231742,-0.6189901234567916,-0.8408641975308644,-1.3389612581437156,49.64875143528686,5.516527937254096,0.9975801686826616,2.7036368712844663,2.4642321333626813,3.168489872670569,2.278124469274754,13.09105105920505,2.3139523765585017,2.220951076662036,2.127447644330927,13.34820284303225,10.52476709074611,2.361838670108478,10.532410779315368,10.619607843137256,10.96,4.678670059880239,11.474150688702789,0.5833333333333333,0.0,0.0,1.2788638893696596,22.89390278819448,-0.8149521757897823,50.190000000000005,1.1246933619633035,3.7178300858899114,0.2992491881391443,7.813379,8.084621,9.23,0.010567412,5.38335,2.3275,0.057663,19.343
octafluorotoluene,Fc1c(F)c(F)c(C(F)(F)F)c(F)c1F,-5.64925925925926,0.3676018505785181,12.0,3.680735719882674,6.523715784073817,11.733206442166912,1.7514419312691716,0.0,0.0,0,0,2.622022707160293,3.4009,0,0,15,180.783612,251.116128,48.0,178.23000000000002,6.202752,0.930747,3315.99217135,4475.434141159999,910.66187952,292.06469051349944,-8.588685318500211e-15,-2.760000000000008,197.52044587438905,-1.9199381131671846e-13,-1.1925057287322083e-14,4.3945390536413874e-15,-3.2437867503176674e-16,141.77858333333324,9.45190555555555,3.691994083390212,2.4345908954506266,2.1897598029592373,2.969154233596309,4.1542724646186455,60.78883436065381,4.1974956240435874,4.097747055803594,4.030457759934897,59.196441092572144,42.94292017777239,4.109918882285789,18.65331391114348,19.486274509803923,20.12,9.668263473053894,19.378213724323505,0.0,0.0,0.4,2.910098963626882,55.28798670690748,-4.687331856036788,99.81000000000002,0.9205878687520672,14.709740282084097,0.0,16.146,8.904,0.0,0.001153218,0.86318,0.9601,0.064252,44.944
3-phenylpropanoic acid,O=C(O)CCc1ccccc1,-0.7418027210884344,0.7116430298202236,9.454545454545457,2.453018743531937,6.156426794285046,7.793199174406604,2.8460530411741587,8.374793083900226,0.0,1,1,2.6641981624027387,1.7038,10,0,21,161.75271600000005,257.49657999999994,175.69493199999997,129.15,32.421946578188,20.747819543094,3361.2282966574903,5039.245214126099,3662.268522670394,216.91767209438012,10.000000000000002,-12.861678004535149,1073.8327883111383,42.84815257566342,-0.238604761904763,-0.2523809523809533,0.3843701160000036,28.19483627497092,1.3426112511890915,1.895278690721328,2.440125719480063,2.1941275560273223,2.046920975581053,4.798130872389158,52.382344423312006,4.798997479837791,4.793111571453119,4.777594243410284,52.98413504181821,42.68803420386021,4.842495047981901,21.100509832483613,20.32549019607844,20.599999999999994,13.953251497005986,23.495220376011297,0.0,0.0449494949494949,0.2857142857142857,3.035647902945449,29.018477835844244,-1.804736999638267,121.35000000000002,0.3080419730728563,18.149915544536103,0.3080419730728563,23.30193,10.90007,37.3,0.003805696,2.06869,1.5931,0.172987,36.826
2-methylfuran,Cc1ccco1,0.9675925925925928,0.4628605847396023,8.833333333333334,3.049648321313926,3.64029909803274,3.46939393939394,0.432338837275346,0.0,1.9166666666666667,0,0,0.6751099892593019,1.58802,6,0,12,91.36508,146.831332,0.0,72.54,2.6676774290939997,0.0,1928.928978397994,2932.125024077098,0.0,210.0398126913823,17.666666666666668,-7.555555555555556,618.8957780710851,-46.90292984439871,0.0897416666666673,0.0666666666666671,-0.4981771713333337,15.983717714388652,1.3319764761990542,0.9959565639814052,2.495658204467464,2.249685019196406,2.184105569636068,2.016849760778012,11.941182816061858,2.01780766936797,2.011304340083084,1.9941898700969745,12.28092650776287,9.192134054066496,2.066058216391401,11.994173343044428,11.525490196078431,11.680000000000003,7.875902994011975,13.455255010967736,1.9166666666666667,0.0,0.4166666666666667,2.259951289896979,15.937343753004814,-1.4289366863737678,67.72,0.3242592530319557,9.629942650053897,0.3242592530319557,13.152758,7.755241999999999,13.14,0.012620073,8.80003,0.5549,0.098064,19.286
.gamma.-ethylpyridine,CCc1ccncc1,1.0997222222222225,0.5313362980164081,9.125,2.8320858350070908,4.963721453445009,5.28986013986014,1.0594030875809968,0.0,2.134259259259259,0,0,1.6237851268217838,1.644,9,0,17,123.451424,206.28582799999995,65.147328,96.7349,17.547653938188002,4.868094329093999,2763.059423658241,4340.4231342672965,1702.429303364394,205.15801090266848,17.05882352941176,-1.6055363321799316,897.6993733106851,-41.02558970784262,0.0766705882352926,0.0714176470588229,-0.3218442300000007,25.136408861595744,1.4786122859762203,0.9880082424286144,2.46195235246524,2.2175467919026675,2.125016255414672,3.120849845999195,24.906577584210783,3.122088635095853,3.1121600442235446,3.100724641557286,24.548776108864857,18.897890568629347,3.0826751126992096,16.658412235979608,15.95686274509804,16.148,11.252177844311378,19.159541664076443,2.134259259259259,0.0,0.3529411764705882,2.834165262787296,17.81605926090297,-2.143449294370529,95.71000000000002,0.2482114402290089,13.706973939476931,0.0,18.791137,10.168863,12.89,0.007896785,4.75163,2.6656,0.145713,26.768
3-ethylpyridine,CCc1cccnc1,1.0772222222222223,0.5313362980164081,9.125,2.8320858350070908,4.963721453445009,5.28986013986014,1.0594030875809968,0.0,2.122037037037037,0,0,1.6237851268217838,1.644,9,0,17,123.451424,206.285828,62.062848,96.7349,16.785643213641,6.677241764245,2763.059423658241,4340.423134267296,1537.078450972845,205.15801090266848,17.05882352941176,0.3944636678200662,897.6993733106851,-41.02558970784262,0.0766705882352926,0.0714176470588229,-0.3218442300000006,25.136408861595744,1.4786122859762203,0.9880082245957398,2.463703770817666,2.2194842861096244,2.125016255414672,3.093870083360604,24.69459075996725,3.0955902820654115,3.0817889005064814,3.065849774909237,24.212064954712435,18.44082750933149,3.0405862184301573,16.658412235979608,15.95686274509804,16.148,11.252177844311378,19.159541664076443,2.122037037037037,0.0,0.3529411764705882,2.834165262787296,17.81605926090297,-2.143449294370529,95.71000000000002,0.2484153419529279,13.705342725685584,0.0,18.791137,10.168863,12.89,0.007663889,4.65761,2.3947,0.14568,26.805
ethyl pentanoate,CCCCC(=O)OCC,-0.0700462962962957,0.5416729314973412,9.11111111111111,3.0613168393721577,6.144923705673916,8.470000000000002,5.339329135302875,0.0,4.380574452003024,0,0,5.27386320095196,1.7397,14,0,23,173.54554000000007,302.0950480000001,203.151368,136.01000000000002,29.80851667049,23.25443575449,3847.310192574486,6434.65472330029,4591.9738220154895,166.63357774813247,28.98298676748584,19.28922495274103,1081.795271519754,-149.59500042938836,0.1023289224952712,0.0865028355387496,-1.0663262558759932,26.67799993511189,1.1599130406570388,0.9871880430409234,2.565122229662393,2.319697340742929,2.9548225727898,4.9226977653628445,43.94205474112222,4.925400245347719,4.907044464193837,4.858643220183718,45.279584472601655,35.45189550575013,5.060989368589024,22.8761835396941,21.77647058823529,22.119999999999997,13.550360479041917,26.32579966785965,3.878047052154195,0.0,0.0,3.258889276661291,20.14385474176344,-1.9254779017861117,116.93,0.404834222563545,13.011515525626956,0.404834222563545,22.629102,16.648898,26.3,0.008626695,4.48914,1.7673,0.205093,38.595
"1,2,3,4-tetrafluorobenzene",Fc1ccc(F)c(F)c1F,-1.777777777777778,0.3019884488134719,10.0,3.3421538077705124,4.66655843041616,7.051856823266219,0.963730772076592,0.0,0.0,0,0,1.6105506102753016,2.2430000000000003,2,0,12,122.680024,161.58562399999997,0.0,114.42000000000002,1.0530564020000002,0.0,2344.817279948498,2942.7439661116,0.0,275.95374350720255,9.666666666666668,2.5000000000000018,370.78244749566136,-1.7593906778749894e-13,2.264405946700916e-15,3.490787905649187e-15,-1.4330326013379924e-15,91.1701961640816,7.5975163470068,2.830588808051808,2.4418419545416503,2.196788096152962,2.515835979311492,2.994658548090127,29.26141070527056,3.026461070527056,2.953083752137977,2.903615827173438,28.48849687161986,20.343657598349235,2.96203470908728,13.714493809176984,13.968627450980392,14.32,8.13268622754491,14.60439650808593,0.0,0.0,0.5,2.1258145836939115,37.73082918277248,-3.1926411698838937,78.68,0.6977050698411285,12.248277668374133,0.0,13.581586,6.458413999999999,0.0,0.002619149,2.08024,2.2065,0.067918,29.237
6-phenylhexanoic acid,O=C(O)CCCCCc1ccccc1,-0.6900823045267488,0.7035251843406115,10.0,2.075081895525038,8.27774713784469,10.76880220646178,4.651378356698753,8.429840573587867,0.0,1,1,4.761740176882632,2.874100000000001,16,0,30,224.68504800000008,385.6851039999999,353.0436,176.94,59.95737348097999,50.935844621584,4851.1172770729845,7811.851811023647,7829.323286800581,200.41080952718508,17.199999999999985,-3.0755555555555567,1557.3847964813044,38.80014819580981,-0.1981733333333355,-0.2066666666666681,0.3561374488000014,39.43583931948585,1.314527977316195,1.826769996034885,2.440130534456604,2.194130536870874,1.8723166918878429,7.201656471412542,100.40716225439122,7.202368095748629,7.1975347258511,7.1847911874194725,101.03633767354744,82.7717913267621,7.238081366789511,29.764020393299347,28.501960784313727,28.879999999999995,19.34891497005989,33.741089313783824,0.0,0.0339682539682538,0.2,3.633985000288463,34.210466879649566,-3.0408057921933365,163.62000000000003,0.2416346300624942,24.15833992744431,0.2416346300624942,32.312688,16.919311999999998,37.3,0.002500659,1.34196,1.8445,0.259017,51.188
2-methyl-3-pentanol,CCC(O)C(C)C,-0.0972222222222225,0.5586305568134092,15.0,3.1442082073698243,5.309020915065757,6.96,2.631140939597316,8.935185185185185,6.034722222222223,1,1,3.0095553366174053,1.4133,14,0,21,152.65330800000004,269.661164,120.93235200000002,117.51000000000002,24.033241436376,8.003032287282,3535.064550681986,5884.347640763738,3328.517736436482,152.0316480711124,8.467120181405894,-1.521541950113377,965.9836389660912,-78.01174289561504,-0.1780151927437668,-0.1708390022675752,-0.2499120870439976,23.45618848985721,1.1169613566598673,0.9872251884880884,2.5448297729370237,2.2990376372622547,3.1442082073698243,3.773026124256056,26.238766957087435,3.7737518918511577,3.768824244885534,3.7558525180971927,26.548342994691005,19.57595757518153,3.810287181474052,20.545520757465404,19.42745098039216,19.719999999999995,12.070120958083832,24.11641359466444,6.034722222222223,0.0636904761904761,0.0,3.2767973291968286,18.434146109043,-0.8928958885504639,101.27000000000004,0.242456536300279,10.808047104580526,0.242456536300279,20.157102,14.044898,20.23,0.003702909,2.57554,1.4861,0.194429,33.9
"1,12-dihydroxydodecane",OCCCCCCCCCCCCO,0.3483727810650887,0.5057430136371702,10.714285714285714,2.7847655305545773,9.379708565238488,13.92,11.920000000000002,17.138044183657946,0.6967455621301775,2,2,12.846171428571424,2.872000000000002,26,0,40,291.869688,541.3902399999998,558.5892,225.34000000000003,79.98507467796001,70.963545818564,6700.293797315474,11578.016343598989,13058.901804414569,158.0790432531214,-6.4225,-27.635,1885.144467750823,-42.72641847611092,-0.3307489999999992,-0.3310249999999988,0.0505074139112976,45.97780977218584,1.149445244304646,1.8066860418886503,2.5525464413642065,2.306563706287143,2.7847655305545773,9.507689064227996,132.69529241628635,9.508663107312572,9.502047194548116,9.484601719934668,133.50867293248982,106.66737436075726,9.557533885285393,39.203204661325564,37.129411764705885,37.68,23.341687425149704,45.817537543404704,0.0,0.0636904761904761,0.0,4.180774567008057,47.09519669832441,-3.5928342357058125,191.6800000000001,0.2438651740010781,23.414356576640092,0.2438651740010781,38.980618,26.083382,40.46,0.003177462,1.65244,2.128,0.37207,64.78
"1,4-dimethylnaphthalene",Cc1ccc(C)c2ccccc12,1.357592592592593,0.5476492453414699,10.5,2.946471324842402,7.464101615137756,7.354540141719628,1.001034368996099,2.7453703703703707,4.309074074074074,0,0,1.6134353718519725,3.456640000000002,12,0,24,171.10776,304.1574480000001,235.6128,133.07999999999998,56.247111492734994,27.157604057584003,3740.544097370988,6148.010180597694,5714.888291220184,227.30032309012995,31.25,8.5,1350.764480635336,56.28185335980567,0.0306249999999999,0.0224999999999999,0.2516060712122484,32.80147613069397,1.3667281721122488,0.9950187068438916,2.395137991784652,2.1491379917846505,2.0549101980429936,3.5816506395225267,42.97980767427032,3.5816506395225267,3.5816506395225267,3.5816506395225267,42.97980767427032,28.881207027902068,3.5816506395225267,23.327021121631468,22.352941176470587,22.56,16.791326946107787,26.491737875545056,4.309074074074074,0.0,0.4166666666666667,3.584962500721156,34.75488750216346,-3.924463749587873,136.72000000000003,0.0,24.35009649661585,0.0,28.041516,12.038484,0.0,0.001205223,1.17686,0.028,0.203944,40.456
"1,3-dimethylnaphthalene",Cc1cc(C)c2ccccc2c1,1.3390740740740743,0.5476492453414697,10.5,2.892065045173516,7.464101615137757,7.354540141719628,1.095421436004162,2.7065740740740747,4.30037037037037,0,0,1.6134353718519725,3.456640000000002,12,0,24,171.10776,304.1574480000001,275.54813200000007,133.07999999999998,54.91729687394299,30.162774366376,3740.544097370988,6148.010180597694,6861.656220365474,227.30032309012995,30.25,5.5,1350.764480635336,56.28185335980567,0.0306249999999999,0.0224999999999999,0.2516060712122484,32.80147613069397,1.3667281721122488,0.9950326775476492,2.396331776615165,2.15033177661517,2.014991826829248,3.641919604737351,43.70303525684821,3.641919604737351,3.641919604737351,3.641919604737351,43.70303525684821,30.41321097466984,3.641919604737351,23.327021121631468,22.352941176470587,22.56,16.791326946107787,26.491737875545056,4.30037037037037,0.0,0.4166666666666667,3.584962500721156,34.75488750216346,-3.924463749587873,136.72000000000003,0.0,24.35195107820785,0.0,28.041516,12.038484,0.0,0.002055022,1.56832,0.4541,0.203465,40.679
tetramethyltin,C[Sn](C)(C)C,-1.1799999999999995,0.4980714557391325,12.0,3.0237157840738176,4.5,5.798701298701298,58.92071861643545,0.0,0.0,0,0,1.7374120131935809,1.9544,12,0,17,116.064436,197.34165600000003,0.0,86.03840000000001,0.0,0.0,2780.122409617388,4178.168491029708,0.0,229.3597274559637,-2.65270964159084,4.592705369729591,1730.106429983014,532.7582962778092,-0.5781148788927334,-0.6692761245674741,6.2705770097638185,46.6583902207941,2.744611189458477,0.0386971863304183,2.2084599231843667,1.6624206640247197,3.0237157840738176,0.4992000000000001,15.94951114266962,3.16650797265925,3.451842614380287,3.8620658734607223,20.70386631796868,13.15185608842802,4.076779429238243,16.163874726875456,15.121568627450984,15.248000000000005,13.485937724550896,19.143933642975764,9.59,0.0,0.0,3.001150000509051,28.066448462279524,-1.8439901446243168,104.31000000000002,0.4,6.5,0.0,22.521516,36.718484,0.0,0.0046752385649309,2.36493,0.0009,0.142424,36.07
"2-methyl-N,N-dimethylaniline",Cc1ccccc1N(C)C,1.2939814814814816,0.569414152044543,9.5,3.031327898581972,6.756614672258461,7.130864745011085,1.294297366102226,0.0,2.1203703703703702,0,0,1.9506612476017196,2.06102,13,0,23,165.40631200000007,288.92033999999995,278.650368,128.59490000000002,47.72465798303697,23.580580340016997,3756.318743935237,6256.508244947942,7327.262898503415,193.8719550681627,29.17391304347826,-2.939508506616259,1211.7066334269102,-86.64168188024732,0.1729913043478225,0.1650521739130404,-0.674666423478254,32.49867759956388,1.4129859825897335,0.9940403116680524,2.43709911049692,2.191498160814464,2.3960449098608665,3.582699116615806,35.7591353734949,3.5871345767984564,3.55140204117957,3.5096993006091126,34.245326936534546,24.317249372141145,3.442552660490068,22.43408594319009,21.407843137254904,21.668,14.849286826347305,25.990120955924795,6.236111111111111,0.0,0.2608695652173913,3.331958319513696,25.64948122821608,-2.257565607883201,123.89000000000004,0.2007227871383678,17.377591039378487,0.0,24.798309,14.751691,3.24,0.002933817,2.08237,0.8809,0.202134,38.185
ethyl hydroxyethanoate,CCOC(=O)CO,-0.5671296296296295,0.482120007343225,8.285714285714286,3.002590528674132,4.17792373880078,6.43,3.255222039347971,7.991342592592592,1.5007870370370369,1,1,3.319866008945014,-0.4581999999999999,8,0,15,123.96492399999998,189.44581599999995,89.27884800000001,100.47000000000004,12.472897409395998,6.2747515067920006,2542.872497961492,3815.9247041615454,2188.016593995342,172.79399288918887,18.06222222222222,7.102222222222221,641.3463712176093,-103.85169475220178,-0.296148444444445,-0.3815999999999999,-0.8615977858592717,16.11055021380958,1.0740366809206388,0.9880223235611592,2.611146002866947,2.367999911573442,2.831819966070785,3.3620451089688634,23.029045936310325,3.365933541988906,3.339518228922657,3.2698164607612528,24.554246315436288,19.21879974801345,3.560749734616909,15.543335761107064,14.94901960784314,15.240000000000006,8.634936526946106,17.28931680328233,1.6880555555555556,0.0910714285714285,0.0,2.4503258334775646,16.35432581258748,-0.1188083332172565,80.53000000000002,0.7556799716362017,7.375615426805432,0.7556799716362017,14.420344,10.629656,46.53,0.00805316,4.89693,2.591,0.124162,27.606
methyl pentanoate,CCCCC(=O)OC,-0.1047685185185181,0.5200986676423001,8.75,2.988598647973156,5.437816924487368,7.470000000000001,3.6528153564899446,0.0,2.044583333333333,0,0,4.318182438176198,1.3496,12,0,20,152.56809600000005,259.225708,140.266468,120.08,21.850361282188,14.232906895093995,3350.680532435988,5515.965280992693,3113.018666976894,167.3443948797928,24.96,11.76,931.2646052916524,-148.24160106843345,0.0930489999999977,0.0735999999999982,-1.0721536292656366,23.016738037255173,1.1508369018627589,0.9878644593123774,2.565153697364129,2.3197230271618574,2.862065598305084,4.356083595099804,34.49358618379557,4.358291048015498,4.34330101003686,4.303813816322674,35.4943640963708,28.350858987744346,4.469258171898533,19.988346686088857,19.050980392156863,19.36,11.751805988023952,22.910510021935472,3.4592592592592597,0.0,0.0,3.0264662506490407,17.936322181636243,-1.503585402288426,102.84000000000005,0.4441282249920413,11.107111644351958,0.4441282249920413,19.625516,14.642484,26.3,0.009306688,5.17517,1.8782,0.176809,33.593
1-methylethyl methanoate,CC(C)OC=O,0.0300925925925923,0.4610599233425562,8.5,2.8141442217770303,3.9711971193069777,5.469999999999999,3.47,0.0,4.049074074074074,0,0,2.455768941088739,0.5678,8,0,14,110.613208,174.16585999999998,0.0,88.22000000000001,5.876285345094001,0.0,2357.421212158992,3635.7657787496446,0.0,169.67993688381972,19.387755102040824,0.0408163265306104,629.630199204367,-143.83565128466032,0.0595346938775506,0.0277551020408162,-1.091395773338449,15.672802677253696,1.1194859055181212,0.9889571136624972,2.585873332433693,2.3403187995558783,2.6272148478988635,2.833689801786179,16.69024053351005,2.8369278223003285,2.8149340597072574,2.756935267775607,17.7652335257988,13.940136561865504,2.999346517828311,14.212672978878366,13.600000000000003,13.840000000000003,8.154697005988023,16.07993073008712,3.6,0.0,0.0,2.428571428571429,16.199272204932356,-0.2903040736941089,74.66,0.592072550632672,7.126742190542791,0.592072550632672,13.618344,10.629656,26.3,0.01056833,6.37693,2.0622,0.119216,23.937
ethyl undecanoate,CCCCCCCCCCC(=O)OCC,-0.03844168055703,0.4043854520805286,10.266666666666667,3.010539816526667,10.387564392793204,14.47,11.39623836903838,0.0,4.598039289315722,0,0,11.136342603316011,4.080300000000003,26,0,41,299.410204,558.472096,580.3649800000001,231.59,83.937689826866,75.97953443856399,6827.088153405473,11979.867917095384,13491.941255930364,164.55313736278504,28.994646044021422,12.30933967876264,1983.60948313602,-153.58957869931285,0.1270222486615104,0.1214515169541954,-1.049348115096924,48.594392461270935,1.1852290844212423,0.9871880430209335,2.552385865108249,2.306491430038444,2.977345817787324,9.339217659193649,139.6873704588126,9.341206318612809,9.327699800215669,9.292094717704863,141.31548448223108,113.15594578403378,9.441038915850234,40.20320466132557,38.12941176470588,38.68,24.341687425149708,46.817537543404704,4.088266387715897,0.0,0.0,4.202857292865917,39.90843638291804,-4.398510300153091,201.47000000000008,0.2438672810905305,24.993617660922784,0.2438672810905305,40.650618,28.687382,26.3,0.002942504,1.53355,1.8051,0.378068,66.817
"dimethyl 1,6-hexanedioate",COC(=O)CCCCC(=O)OC,-0.2362353552532121,0.4585619491319411,9.166666666666666,3.211729783466108,7.461420286601642,10.94,5.704344619021978,0.0,0.0,0,0,6.051497440585009,0.8927999999999998,14,0,26,207.789488,349.9758239999999,282.7838000000001,166.76,40.705630705584,31.684101846188,4345.007120269486,7155.284965630793,6098.673540829186,180.3411824571188,39.69822485207102,5.124260355029592,1191.9105561254678,-186.11772756788267,0.089082248520709,0.0153254437869822,-1.6234976681514846,30.392433516747356,1.168939750644129,0.9966233683323265,2.559550631581552,2.314253259381396,3.0975636216919096,6.410533749967219,76.13916078800868,6.41395639906154,6.390709346659354,6.329413743348053,78.45119266143249,63.854196322351214,6.5856922178633495,26.537509104151496,25.47450980392157,25.92,15.510839520958084,29.744571814250065,2.6996828546233305,0.0,0.0,3.280883419569479,29.50442211288225,-1.648405172421813,138.46000000000004,0.5943263848458276,15.35009517489902,0.5943263848458276,25.903102,19.252898,52.60000000000001,0.002595265,1.5094,2.6714,0.220505,47.811
