Name,smiles,RDKit2D_MinEStateIndex,RDKit2D_qed,RDKit2D_SPS,RDKit2D_BalabanJ,RDKit2D_Chi0n,RDKit2D_Kappa1,RDKit2D_Kappa3,RDKit2D_VSA_EState3,RDKit2D_VSA_EState8,RDKit2D_NHOHCount,RDKit2D_NumHDonors,RDKit2D_Phi,RDKit2D_MolLogP,PubChemFP_fp_0,PubChemFP_fp_9,Mordred2D_nAtom,Mordred2D_ATS0se,Mordred2D_ATS2se,Mordred2D_ATS6se,Mordred2D_ATS0are,Mordred2D_ATS5p,Mordred2D_ATS6p,Mordred2D_ATS0i,Mordred2D_ATS2i,Mordred2D_ATS6i,Mordred2D_AATS0v,Mordred2D_ATSC1dv,Mordred2D_ATSC2dv,Mordred2D_ATSC0v,Mordred2D_ATSC1v,Mordred2D_ATSC1pe,Mordred2D_ATSC1are,Mordred2D_ATSC1p,Mordred2D_ATSC0i,Mordred2D_AATSC0i,Mordred2D_BCUTdv-1l,Mordred2D_BCUTse-1l,Mordred2D_BCUTare-1l,Mordred2D_BalabanJ,Mordred2D_SpMAD_DzZ,Mordred2D_SpAbs_Dzse,Mordred2D_SpMAD_Dzse,Mordred2D_SpMAD_Dzpe,Mordred2D_SpMAD_Dzare,Mordred2D_SpAbs_Dzi,Mordred2D_SpDiam_Dzi,Mordred2D_SpMAD_Dzi,Mordred2D_Sse,Mordred2D_Spe,Mordred2D_Sare,Mordred2D_Sp,Mordred2D_Si,Mordred2D_SsCH3,Mordred2D_ETA_dEpsilon_D,Mordred2D_fMF,Mordred2D_CIC0,Mordred2D_ZMIC1,Mordred2D_FilterItLogS,Mordred2D_VMcGowan,Mordred2D_AMID_h,Mordred2D_MID_C,Mordred2D_AMID_O,Mordred2D_apol,Mordred2D_bpol,Mordred2D_TopoPSA,ChemInfo_ISF,ChemInfo_RC1,ChemInfo_DIP,ChemInfo_DZPE,ChemInfo_CV
"dipentyl 1,2-butanedioate",CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,-0.4609155066347521,0.4752630490370072,10.272727272727272,2.5983251157200424,13.59924848810634,18.20960317460317,6.288909888397771,0.0,4.940923503694622,0,0,8.960064461096142,4.380600000000004,26,0,48,363.816216,653.519736,662.9428240000001,287.34000000000003,103.631624077829,105.119504821584,7831.962505460474,13333.992190780886,13706.198596302684,193.6884311364489,69.08333333333334,98.31597222222224,2427.46768985492,-101.14456084950233,0.2054416666666665,0.1583333333333359,-1.068919649000002,61.64170924743385,1.2842022759882052,0.9871436102919618,2.433053280484826,2.18722373956512,2.3671161492563435,9.247568224502023,202.65121908858623,9.25249257017854,9.219039959786125,9.1307682755198,208.35309839680255,152.083566613068,9.499212602479172,47.86453022578296,45.82745098039216,46.48,30.302166467065867,54.23630968979512,4.177917078902483,0.0,0.125,4.276460056200625,48.49722389843213,-5.169055254995698,255.6,0.3428561941793822,35.70450164678313,0.3428561941793822,50.604618,31.291382,52.60000000000001,0.000459102,0.30478,3.3691,0.415816,86.318
deuterium sulfide,[2H]S[2H],0.2499999999999997,0.3574693274556817,20.0,1.6329931618554523,2.408248290463863,0.0299456767768221,7.778571428571431,0.0,0.0,0,0,0.0361487098234495,0.1128,2,0,3,22.180777,6.718464,0.0,15.6336,0.0,0.0,477.165111248598,184.91765202424895,0.0,219.64824187616807,-0.0877914951989026,0.0219478737997256,236.97579310373175,-157.98386206915453,-0.0641777777777777,-0.0255999999999999,-2.2165393354884446,6.991632196992661,2.3305440656642205,-0.0481296631822558,2.535575690457297,2.124336165412684,1.6329931618554523,4.279210992451762,5.361304978349647,1.7818270976349708,2.07353256466326,2.1118887775848285,4.902111884772348,4.207639073114733,1.6625910097248304,2.9646758922068464,2.737254901960785,2.736,2.5350814371257484,3.3353370691722244,0.0,0.0,0.0,0.6666666666666665,9.23308333814104,0.2752679050973753,27.21,0.5690355937288492,0.0,0.0,4.233586,4.466414,0.0,0.3199303967616687,160.52806,1.2399,0.010745,6.551
"2-chloro-1,1,2-trifluoroethyl difluoromethyl ether",FC(F)OC(F)(F)C(F)Cl,-4.629243827160494,0.4832940928615504,15.9,3.865558930238736,4.330735666898478,9.900000000000002,3.1657183738742534,0.0,-3.743518518518519,0,0,3.3044559221200664,2.3528,2,0,12,141.48581700000005,221.13275,0.0,132.7389,6.061450747849001,0.0,2621.598885137898,4022.22880282834,0.0,244.8583298248365,1.382373113854594,-10.981138545953364,339.995743825421,-68.81684100997202,-1.0285312499999983,-1.256756249999996,-1.01019710144025,78.91412445613497,6.576177038011248,0.7723368486729036,2.620862495694799,2.371865394305065,3.865558930238736,3.629392563644213,36.77673180766317,3.839735498596782,3.741649828029343,3.666273441966905,37.65547518893118,29.042463744693244,3.9314124041776326,14.767297887836854,15.117647058823527,15.492,7.251847904191616,15.512683143433122,0.0,0.0,0.0,1.5303773313833569,37.38966490387483,-1.779134975106451,80.04000000000002,1.2016282552398665,6.075930657153268,0.1903336397627583,12.110586,9.817414,9.23,0.003016079,1.67283,2.1426,0.061699,31.813
diethyl hexanedioate,CCOC(=O)CCCCC(=O)OCC,-0.1978158593684382,0.4652296975272086,9.571428571428571,3.2823051857661723,8.875633848974738,12.94,7.581959097553653,0.0,4.375444171495759,0,0,7.888177213512916,1.673,18,0,32,249.744376,435.714504,408.5536,198.62,56.621941482188,49.72715956498,5338.266440546482,8992.663850245988,9056.58385090638,176.88248515960842,49.30859375,26.09375,1497.1588791229783,-191.83867371724935,0.1450808593749999,0.0855859375000007,-1.6206527738155048,37.70098017816083,1.178155630567526,0.9872344053979428,2.559521650205955,2.3142293079198204,3.192713819588832,7.520025049988676,104.48808707903233,7.524290660800822,7.495313741359555,7.41886021711016,107.7390865782226,86.33875931894399,7.738049250088137,32.31318281136198,30.925490196078435,31.44,19.107948502994013,36.57515110609842,3.548639189861232,0.0,0.0,3.633685342963602,31.404509360396588,-2.46717346252357,166.64,0.5224363314543315,19.1608877418068,0.5224363314543315,31.910274,23.265726,52.60000000000001,0.003779621,1.97603,0.4318,0.277946,57.325
"1,1,1,5,5,5-hexafluoro-2,4-pentanedione",O=C(CC(=O)C(F)(F)F)C(F)(F)F,-5.401875,0.5101784044072118,12.76923076923077,4.335551344927019,5.791390200169636,11.920000000000002,3.9031451386842426,0.0,0.0,0,0,3.068335714285716,1.6393,2,0,15,173.84294000000003,259.850076,144.0,166.29000000000002,8.261424,2.7922410000000006,3196.033415143498,4789.603712885849,2731.98563856,244.9865057086741,20.16,53.36,350.5044220456855,-32.40608851223654,-0.4147360000000002,-0.5377777777777719,-0.4826001241395392,106.58497673724489,7.105665115816325,1.9899917379830248,2.5486210274432635,2.305071728154251,4.1519308306218266,5.163288553649223,65.59894083834453,5.20085276037453,5.112376748052939,5.047358493206085,64.80367785294544,52.54451845086392,5.145569082542634,18.28914785142025,18.788235294117648,19.4,8.76023113772455,19.11772208555722,0.0,0.0,0.0,2.07462769858425,46.39499042321813,-1.961693336801157,95.01000000000003,1.036665570919562,10.212843243998776,0.2654572493166727,14.629586,10.420414,34.14,0.002549614,1.36723,1.6038,0.076634,41.372
methyl nonanoate,CCCCCCCCC(=O)OC,-0.0782485880154528,0.4357325104642842,9.833333333333334,2.951757131446396,8.26624404923356,11.47,7.575596620908132,0.0,2.202826252414546,0,0,8.187200915313595,2.910000000000001,20,0,32,236.477872,430.14374,391.71028,183.8,57.936476719772,48.914947860376,5337.19917298998,9212.774076856089,9055.075790814575,165.30079562626923,25.0,8.0,1532.8858307768614,-152.14829421327772,0.118571484375001,0.1093750000000004,-1.0554363209566424,37.64305050992997,1.1763453284353114,0.9878624089951188,2.554462685576284,2.3086294006786106,2.901852426069751,7.352344031435789,87.83386870446795,7.354002225402737,7.342742033466277,7.31307995251509,88.95982279835755,71.69911738267449,7.437364981235114,31.539694100509838,29.95294117647059,30.4,18.94602395209581,36.571668605632176,3.646691599479298,0.0,0.0,3.801807588956902,31.027401934040167,-3.1723406314438565,159.20000000000007,0.297236373271365,19.088390542559512,0.297236373271365,31.63986,22.66814,26.3,0.002731195,1.53787,1.9417,0.291385,52.834
methyl undecanoate,CCCCCCCCCCC(=O)OC,-0.0731639027792523,0.4189045446011191,10.142857142857142,2.952216979846693,9.680457611606656,13.47,9.557183958151702,0.0,2.232499797631021,0,0,10.150792318707754,3.6902000000000026,24,0,38,278.43276,515.6027559999999,517.48008,215.66000000000005,75.979534438564,66.958005579168,6330.458493266976,11061.178474787785,12012.98610089177,164.76300634902617,24.997229916897517,5.667590027700822,1833.3929407082676,-153.1843582727422,0.1246980609418244,0.1181163434903025,-1.051055577202919,44.94486706912795,1.1827596597138934,0.9878613537366672,2.5523897826528588,2.306494474901956,2.916821983653843,8.828901250211745,123.1993269877586,8.83037986241773,8.820338938334734,8.793886274285697,124.36903239847692,100.13866001498246,8.904702418570187,37.31536780772034,35.40392156862744,35.92000000000001,22.543132934131748,43.40224789748053,3.683969598322953,0.0,0.0,4.080490790156885,38.289187184952624,-3.991658018499937,187.38,0.254823358087313,23.08745448746989,0.254823358087313,37.647032,26.680968,26.3,0.002783622,1.49891,1.5152,0.348651,62.452
dimethyl octanedioate,COC(=O)CCCCCCC(=O)OC,-0.1685482279331485,0.4652296975272086,9.571428571428571,3.1381552197716123,8.875633848974738,12.94,7.581959097553653,0.0,0.0,0,0,7.888177213512916,1.6729999999999998,18,0,32,249.74437600000005,435.43484,408.5536,198.62,58.748688424376,49.72715956498,5338.266440546482,9003.689363562487,9056.58385090638,176.88248515960842,41.30859375,8.34375,1497.1588791229783,-191.83867371724935,0.1450808593749999,0.0855859375000007,-1.620652773815505,37.70098017816083,1.178155630567526,0.9966233683373524,2.555270542404476,2.309662449345203,3.060202538257606,7.9679405929871425,110.74173766063616,7.970979988058239,7.950336652436953,7.895912969663328,113.13577711146246,92.23676390930932,8.123527145319558,32.31318281136198,30.92549019607843,31.440000000000005,19.107948502994013,36.57515110609842,2.7769593442672447,0.0,0.0,3.633685342963602,34.40450936039659,-2.46717346252357,166.64,0.5096153529538613,19.34691715382514,0.5096153529538613,31.910274,23.265726,52.60000000000001,0.001780616,1.041,1.4109,0.277769,57.45
4-phenylbutanoic acid,O=C(O)CCCc1ccccc1,-0.7167304421768701,0.7394137316906194,9.666666666666666,2.290572056240154,6.863533575471594,8.783545369504209,3.191164645691246,8.391490614764425,0.0,1,1,3.326049348941004,2.0939,12,0,24,182.73016,300.22608800000006,228.790236,145.07999999999998,41.91431576218798,32.42194657818799,3857.857956795988,5963.447413091949,5050.238778775787,210.03981269138225,12.999999999999991,-8.222222222222221,1237.7915561421703,41.16148408405774,-0.2217583333333334,-0.2333333333333325,0.3726065046666654,31.967435428777303,1.3319764761990542,1.856727390222004,2.440129864725706,2.194130089517711,1.976774803192876,5.603752471262013,66.84057106261048,5.604560755247949,5.599070943215792,5.584597495738033,67.45299383626516,54.867683479235744,5.645129234394081,23.98834668608886,23.050980392156863,23.36,15.751805988023952,26.910510021935472,0.0,0.0405982905982906,0.25,3.259951289896979,29.772658690144254,-2.2190955242168604,135.44,0.2821062427964755,20.154729477626507,0.2821062427964755,26.305516,12.906484,37.3,0.004717464,2.56432,1.6037,0.201517,41.654
"diethyl 1,8-octanedioate",CCOC(=O)CCCCCCC(=O)OCC,-0.1315808266475651,0.4507433213223934,9.875,3.2089000399030327,10.289847411347834,14.94,9.493303870451143,0.0,4.497884504965133,0,0,9.764741398929049,2.4532000000000007,22,0,38,291.6992639999999,521.17352,534.3234000000001,230.48,74.66499920097999,67.770217283772,6331.525760823478,10841.068248177686,12014.494160983571,174.5160080613118,50.37396121883657,26.675900277008303,1800.8034847272634,-195.79520838242743,0.1820567867035986,0.1321606648199447,-1.6187072486945338,45.00342271005383,1.1843005976329954,0.9872344053979856,2.555256441736696,2.3096511079026865,3.145104182030853,9.05659666791361,144.09818306467727,9.060494679090224,9.034015804545197,8.964163200616799,147.48826037638366,118.96073529028236,9.25588937668486,38.08885651857249,36.37647058823528,36.960000000000015,22.70505748502995,43.40573039794677,3.605638977247577,0.0,0.0,3.9243959373335366,36.13424885599477,-3.278805608064132,194.82,0.4572428907256311,23.15890194364042,0.4572428907256311,37.917446,27.278554,52.60000000000001,0.002159019,1.12796,3.0351,0.335174,66.979
pentyl pentanoate,CCCCCOC(=O)CCCC,-0.034302721088435,0.4357325104642841,9.833333333333334,3.0837207939517115,8.26624404923356,11.47,7.575596620908132,0.0,4.819102103804485,0,0,8.187200915313595,2.910000000000001,20,0,32,236.477872,430.283572,345.624656,183.8,49.72715956498,42.980488853886,5337.19917298998,9207.261320197838,7556.904948842735,165.30079562626923,29.0,20.0,1532.8858307768614,-152.1482942132777,0.118571484375001,0.1093750000000004,-1.0554363209566424,37.64305050992997,1.1763453284353114,0.9871436138617428,2.564955909042596,2.319546693388037,3.023875219830428,6.94080936915064,82.91240870627051,6.943880558886281,6.923017676790029,6.867974098070246,84.88500325449105,66.0732511038387,7.097796685912907,31.539694100509838,29.95294117647059,30.4,18.94602395209581,36.571668605632176,4.211574703955657,0.0,0.0,3.801807588956902,29.34186086912346,-3.1723406314438565,159.20000000000007,0.3102233275679611,18.927868921742576,0.3102233275679611,31.63986,22.66814,26.3,0.004681523,2.40374,1.7721,0.291549,52.77
5-phenylvaleric acid,O=C(O)CCCCc1ccccc1,-0.700868816662467,0.7031459241031646,9.846153846153848,2.168624668395278,7.570640356658142,9.775543199315653,4.307351977764983,8.410673028470647,0.0,1,1,4.027317877752615,2.484000000000001,14,0,27,203.70760400000003,342.955596,290.15870000000007,161.01000000000002,50.93584462158399,41.914315762188,4354.487616934486,6887.649612057798,6350.368131761986,204.6903664890505,15.33333333333333,-5.1358024691358,1398.6672516313763,39.84963081280898,-0.2086555555555552,-0.2185185185185196,0.3634570291851886,35.711592205952485,1.3226515631834257,1.837526499637617,2.440130492566194,2.1941305329762293,1.9193098266227604,6.405385517659676,82.85932236470472,6.406142463585667,6.401001303926574,6.387446668720358,83.48072440840829,68.23772464179359,6.4441323633055045,26.8761835396941,25.77647058823529,26.12,17.55036047904192,30.32579966785965,0.0,0.036996336996337,0.2222222222222222,3.4576561745858045,31.71137163253214,-2.631024509531517,149.53000000000006,0.2602831937258344,22.15713644417171,0.2602831937258344,29.309102,14.912897999999998,37.3,0.002543674,1.49815,1.6829,0.230423,46.338
"1,2,3,5-tetrafluorobenzene",Fc1cc(F)c(F)c(F)c1,-1.6514814814814816,0.3019884488134719,10.0,3.310532874722407,4.666558430416161,7.051856823266219,1.0970619828712438,0.0,0.0,0,0,1.6105506102753016,2.2430000000000003,2,0,12,122.680024,161.585624,0.0,114.42000000000002,1.0530564020000002,0.0,2344.817279948498,2942.7439661116005,0.0,275.95374350720255,8.66666666666667,-10.499999999999998,370.78244749566136,-1.7593906778749894e-13,2.264405946700916e-15,3.490787905649187e-15,-1.4330326013379924e-15,91.1701961640816,7.597516347006799,2.9363793163335576,2.441875796832748,2.196810893277833,2.4872656412139507,3.02424853238578,29.55915843747136,3.0562358437471357,2.9824264094830197,2.9326553490470197,28.78246156237284,20.399502536762057,2.991431178162577,13.714493809176984,13.968627450980392,14.32,8.13268622754491,14.60439650808593,0.0,0.0,0.5,2.1258145836939115,37.73082918277248,-3.1926411698838937,78.68,0.698091764940914,12.2440380348804,0.0,13.581586,6.458413999999999,0.0,0.002027014,1.7478,1.2546,0.067932,29.184
"1,12-dodecanediamine",NCCCCCCCCCCCCN,0.860207100591716,0.503873185161703,10.714285714285714,2.7847655305545773,9.639981912617824,13.92,11.920000000000002,0.0,1.720414201183432,4,2,12.846171428571424,2.804800000000001,28,0,42,299.006456,561.7668319999998,592.4027200000002,229.3698,85.78075217335598,76.75922331395999,7121.706655378972,12324.554153543886,14175.274918407966,153.3137145595564,-4.510204081632655,-21.06122448979591,1949.150719529071,-9.935703609164433,-0.3184999999999975,-0.3197653061224501,0.2162086498176769,51.027011502171575,1.2149288452897995,1.806563706287145,2.5523738354700005,2.3064425522901453,2.7847655305545773,9.577224811734252,133.86433713847987,9.578913427415346,9.565301818609791,9.549391990295534,132.94587990685164,106.39498475355212,9.5237158609536,40.75600873998544,38.54117647058823,39.096,24.49712814371258,48.395531557773765,0.0,0.1015873015873016,0.0,4.276797329196828,47.37970515688034,-4.024483834250487,199.90000000000003,0.2438651740010781,23.414356576640092,0.0,40.910204,26.949796,52.04,0.003193256,1.65305,2.0968,0.398289,66.072
perfluorodecalin,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,-8.6425,0.416929788121857,36.21428571428572,3.2320323879183146,11.803360514166084,23.02319408411301,1.4595415238492655,0.0,0.0,0,0,3.7544609536249234,5.512600000000003,0,0,28,363.40516,650.959224,471.87200000000007,365.08,40.312320000000014,14.887496000000002,6731.91483802,11658.6189479,8854.782674879996,265.0700399918557,3.719387755102059,-17.265306122448962,340.11811470717515,21.86473594546128,0.8450862244898114,1.0579591836734592,0.5119402500000069,244.13404017857127,8.719072863520402,3.765222786567915,2.5044237421601574,2.2607926735870576,3.2320323879183146,6.245910852426468,171.09754152112637,6.29776678901982,6.17809846035478,6.097375741603154,167.4837188051413,117.55757604005235,6.192700537129716,36.21995630007283,38.09411764705882,39.52,16.00359281437126,37.8509808797279,0.0,0.0,0.3571428571428571,3.8670689633869726,94.43380202548904,-7.432920554013194,161.72000000000006,1.106620924813407,22.005077362060547,0.0,26.726,20.034,0.0,0.000503818,0.30721,0.0908,0.117135,87.945
perfluorotributylamine,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-9.8102806122449,0.175592586647344,17.1,8.210940789093295,16.65225436674909,38.07,4.708120989496206,0.0,0.0,0,0,8.59724971617608,8.565500000000004,0,0,40,532.6878280000001,887.2088160000002,1237.000644,538.2949,85.49839799999997,86.49932399999997,9928.72925157,16266.696004260004,22663.13332041,252.6426286907908,-8.302500000000013,-21.41250000000001,439.54016996593,-75.49578274671792,-1.9134562500000036,-2.4448280625,-1.4587270256249996,316.45681724774977,7.911420431193744,3.826840885293088,2.558912504514032,2.31786065541613,8.210940789093295,9.374012653918372,369.190773325961,9.434132454235437,9.257055128277832,9.111008138369431,355.02307087360225,234.94030981788111,9.107738622337155,52.49308084486526,55.33333333333333,57.50799999999999,21.664071856287425,55.06720957700949,0.0,0.0,0.0,4.285037814176688,118.80959195088823,-6.939101421393401,237.44000000000003,1.1988459326648078,25.799490746653724,0.0,36.179,31.761,3.24,0.000159172,0.11204,0.189,0.161163,131.985
"1,3,5-trichlorotrifluorobenzene",Fc1c(Cl)c(F)c(Cl)c(F)c1Cl,-1.3493209876543208,0.4696784685776057,10.5,3.603567451474548,5.267786838055363,9.964175084175084,1.3661998434382967,-2.732222222222221,0.0,0,0,2.758467424677884,4.064100000000001,0,0,12,129.469971,168.40119600000003,0.0,111.9567,3.642780000000001,0.0,2175.9062995107,2813.998290114,0.0,382.01219189847455,-1.377498937960842e-16,-0.0185185185185186,147.30777876588064,-2.1310819122639785e-14,6.580569422709459e-16,-1.9295676167985216e-17,-3.385318692039618e-16,76.22347776502495,6.351956480418746,0.7730869108645797,2.437459713971984,2.1885642862714185,2.7602520756252087,3.012347847097788,40.30070920674255,3.467409969866436,3.4390179920292923,3.4881349145919334,40.8864451472983,27.229667199638783,3.508321284381521,14.16642388929352,14.4,14.316,10.91676646706587,14.096701686455956,0.0,0.0,0.5,2.084962500721156,57.0,-5.090394025308682,113.64,0.8710715506416,12.444628155024304,0.0,18.231,4.869000000000001,0.0,0.000621813,0.63418,0.0,0.047739,37.131
"1,2,4,5-tetrafluorobenzene",Fc1cc(F)c(F)cc1F,-1.3899074074074076,0.392663993043421,10.0,3.2824629074535228,4.66655843041616,7.051856823266219,1.0970619828712438,0.0,0.0,0,0,1.6105506102753016,2.2430000000000003,2,0,12,122.680024,161.58562399999997,0.0,114.42000000000002,1.0651109048490002,0.0,2344.817279948498,2942.7439661116005,0.0,275.95374350720255,8.66666666666667,-11.499999999999996,370.78244749566136,-1.7593906778749894e-13,2.2088947954696576e-15,3.490787905649187e-15,-1.4330326013379924e-15,91.1701961640816,7.5975163470068,2.9495290577945963,2.44188446661814,2.196816709037216,2.4619689397977487,3.056245737554484,29.88083972382313,3.088403972382313,3.014194435103915,2.9641418344421693,29.100640853954843,21.10151110708149,3.023249107320777,13.714493809176984,13.968627450980392,14.32,8.13268622754491,14.60439650808593,0.0,0.0,0.5,2.1258145836939115,37.73082918277248,-3.1926411698838937,78.68,0.6981810022716337,12.243059657920304,0.0,13.581586,6.458413999999999,0.0,0.003102842,2.27352,0.0,0.067893,29.18
"1,1,1-trifluoro-2-(2,2,2-trifluoroethoxy)ethane",FC(F)(F)COCC(F)(F)F,-4.703125,0.5940785896706683,13.636363636363637,3.43653482494978,5.09024869089232,10.54,9.539999999999996,0.0,-3.737083333333333,0,0,3.1534302454892384,2.1276,4,0,15,166.38763600000004,269.304412,144.0,157.47,10.037984411999998,2.7922410000000006,3253.6230772994963,5154.983102684698,2731.98563856,206.47049305188568,24.0,22.0,452.6326450316251,-96.17507034252418,-0.7682639999999976,-1.0193777777777715,-1.2626775346381514,97.2677014333837,6.484513428892247,1.990933472794126,2.6234767303463142,2.3808565644381643,3.43653482494978,4.775571641398108,51.28906222506637,4.821034195683476,4.70290259718275,4.583880143223198,51.82584128588282,43.148019226640656,4.882168878243875,17.846321922796797,18.16470588235294,18.76,8.07854610778443,19.32362565828619,0.0,0.0,0.0,2.1006516669551294,41.973388375154585,-2.202586666429557,83.65000000000002,1.089746080777176,8.05169777914221,0.1765401580219629,13.491172,12.426828,9.23,0.004953105,2.52734,1.898,0.091825,35.78
4-phenyl-1-butanol,OCCCCc1ccccc1,0.3123348922902498,0.6507599869166271,9.909090909090908,2.2758012873675093,6.662392066194278,8.278231827111984,3.1900463490984974,8.544268392542202,0.3123348922902498,1,1,3.6983718998853687,2.0016,14,0,25,182.815372,316.736552,237.192996,142.51,43.51098002958398,34.19744381818799,4042.241975041986,6486.184099716797,5356.042312797386,195.4692886596271,4.239999999999995,-17.1488,1321.2234507653025,37.37039514603895,-0.1687440000000006,-0.1720000000000009,0.3530078574399987,32.83852036360581,1.3135408145442324,1.8376406910734724,2.440132098661409,2.1941321314984394,1.958313149770644,5.348239022565699,58.63425725816144,5.348870107783028,5.344583920928935,5.333284900764194,59.04440990293151,47.37009631734127,5.38055137690208,24.545520757465408,23.427450980392155,23.72,16.070120958083834,28.11641359466444,0.0,0.0391414141414141,0.24,3.460889994307203,28.975235137175268,-2.665473133777759,133.87,0.1554088067153939,19.99702871070321,0.1554088067153939,26.837102,14.044898,20.23,0.005191028,2.74556,1.5072,0.219606,40.953
"1,1,2,2,3,3,3-heptafluoro-N,N-bis(heptafluoropropyl)-1-propanamine",FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,-8.970625,0.2794724265981445,16.838709677419356,7.517309656819621,12.884467528693726,29.49,4.023475347697342,0.0,0.0,0,0,6.65159132165597,6.659600000000003,0,0,31,414.06628,684.7792680000001,1120.141548,418.6849,63.24735600000002,51.164352,7727.022424260001,12621.419598390004,20836.55178579,250.73840026744375,-8.391259105098857,-12.827263267429768,333.32759474970186,-76.57531857468332,-1.9340978147762704,-2.471547034339268,-1.4770165130072803,240.2979684096773,7.751547368054108,3.8436880795588064,2.5721980908581403,2.3323813890633387,7.517309656819621,7.666618398857817,233.24970175239105,7.727086244666358,7.549195323565746,7.402580746041196,222.2393828490324,147.4544049679735,7.399956660925961,40.75309541150764,42.96862745098039,44.668,16.66287425149701,42.78354928376688,0.0,0.0,0.0,3.895741641655961,90.66427600823108,-5.316213621476373,184.61000000000004,1.2162099932885122,19.299286202483536,0.0,27.827,25.083,3.24,0.000229653,0.1744,0.3756,0.124784,101.047
chloropentafluorobenzene,Fc1c(F)c(F)c(Cl)c(F)c1F,-2.2135185185185198,0.3446243756972763,10.5,3.603567451474548,5.267786838055363,9.249605734767025,1.1371000563773523,-1.3968518518518518,0.0,0,0,2.231475194505156,3.0355,0,0,12,137.31872099999998,174.16779600000004,0.0,129.5589,1.8347580000000003,0.0,2446.6953635569,3014.664493118,0.0,327.52436644331743,3.717952633768717e-15,-5.779835390946499,168.85107720164137,4.781283379849159e-15,-5.459534059405592e-15,-1.2510042384721804e-15,-1.8110568600349096e-16,104.6687283764916,8.7223940313743,0.774014568117622,2.4387336458786577,2.1926098925273183,2.7602520756252087,3.219464584435474,39.282404164299294,3.396956192348682,3.3258911686958794,3.3011724943661243,38.69820497791161,26.29210212382666,3.356807142616116,14.548798252002914,15.04313725490196,15.332,8.97305389221557,14.888007424313738,0.0,0.0,0.5,2.259951289896979,46.34100330868827,-4.415147356915603,92.68,0.8710715506416,12.444628155024304,0.0,14.985,6.075,0.0,0.001169856,1.02024,0.034,0.050156,36.049
trifluoroethanenitrile,N#CC(F)(F)F,-4.652777777777778,0.4411092822574498,10.333333333333334,3.552734354515761,2.58110701452764,5.279999999999999,3.2799999999999976,7.027777777777778,0.0,0,0,1.0274361475110547,1.07228,0,0,6,73.282668,89.72272400000001,0.0,72.3549,0.0,0.0,1375.4906545099998,1662.87807027,0.0,270.24666562779777,-2.7777777777777755,-0.2222222222222236,63.80570105883829,-19.954399751902223,-0.6346777777777763,-0.8010250000000004,-0.4244522500000003,45.72128890833329,7.6202148180555485,3.846658607483694,2.5429376962919674,2.3134490718347527,3.168489872670569,2.219586825684255,12.80391656083914,2.2540708704856445,2.1717315843791667,2.1142753157885577,12.159141238236614,9.747670207355611,2.1694523359291327,7.533139111434815,7.874509803921568,8.148,3.659281437125748,7.932568404038968,0.0,0.0,0.0,1.1258145836939113,21.685714585616992,-0.7643774394588995,45.7,1.103119738923038,3.847271824131503,0.0,6.111,3.909,23.79,0.011101095,5.61049,1.4271,0.022771,16.699
"pentane, undecafluoro-2-(trifluoromethyl)-",FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,-8.171875,0.6431367638317385,16.5,6.381088546617732,8.29150262212918,19.02,2.2541587742220357,0.0,0.0,0,0,4.047828758379401,4.652200000000001,0,0,20,269.243096,433.38258,288.0,272.84,15.816015000000002,5.584482000000001,5010.5215743,7896.784435489998,5463.971277119998,250.98587450230244,-4.4100000000000135,-6.8400000000000105,222.2105016086877,-25.924558521013687,-1.0020010000000046,-1.254400000000019,-0.6069968099999955,159.5009062499999,7.975045312499995,3.803777488951177,2.541312007818977,2.2982858786393487,6.381088546617732,5.739554799495759,111.9400435949397,5.794507179746984,5.667678779539016,5.5820971181210135,109.20648517774288,80.38038492201994,5.683157270802568,26.393299344501088,27.850980392156863,28.96,10.669461077844314,27.66187401756613,0.0,0.0,0.0,3.44063719565667,58.05805309016448,-4.050114612517317,120.04000000000002,1.17978515625,12.80859375,0.0,17.818,15.582,0.0,0.001063307,0.61168,0.1155,0.078886,64.084
