Name,smiles,RDKit2D_MinEStateIndex,RDKit2D_qed,RDKit2D_HeavyAtomMolWt,RDKit2D_HallKierAlpha,RDKit2D_LabuteASA,RDKit2D_TPSA,RDKit2D_VSA_EState1,RDKit2D_VSA_EState3,RDKit2D_VSA_EState8,RDKit2D_NHOHCount,RDKit2D_NumHDonors,RDKit2D_Phi,RDKit2D_MolLogP,RDKit2D_MolMR,Mordred2D_SpMAD_A,Mordred2D_ATS1dv,Mordred2D_ATS3dv,Mordred2D_ATS4dv,Mordred2D_ATS5dv,Mordred2D_ATS0Z,Mordred2D_ATS1Z,Mordred2D_ATS0m,Mordred2D_ATS1m,Mordred2D_ATS2m,Mordred2D_ATS3m,Mordred2D_ATS0p,Mordred2D_ATS2p,Mordred2D_AATS0dv,Mordred2D_AATS0m,Mordred2D_AATS0se,Mordred2D_AATS0are,Mordred2D_AATS0i,Mordred2D_ATSC0dv,Mordred2D_ATSC1dv,Mordred2D_ATSC0m,Mordred2D_ATSC1v,Mordred2D_ATSC0se,Mordred2D_ATSC0pe,Mordred2D_ATSC1pe,Mordred2D_ATSC1are,Mordred2D_ATSC1p,Mordred2D_ATSC1i,Mordred2D_AATSC0dv,Mordred2D_AATSC0m,Mordred2D_AATSC0are,Mordred2D_AATSC0i,Mordred2D_BCUTdv-1l,Mordred2D_BCUTm-1h,Mordred2D_BCUTare-1h,Mordred2D_BCUTp-1l,Mordred2D_SpAbs_Dzp,Mordred2D_VR2_Dzp,Mordred2D_Xp-5d,Mordred2D_Xp-6d,Mordred2D_Xp-7d,Mordred2D_SZ,Mordred2D_Mare,Mordred2D_Mi,Mordred2D_SpMAD_Dt,Mordred2D_SsCH3,Mordred2D_ETA_alpha,Mordred2D_ETA_beta,Mordred2D_ETA_epsilon_1,Mordred2D_ETA_epsilon_5,Mordred2D_ETA_dEpsilon_D,Mordred2D_fragCpx,Mordred2D_IC0,Mordred2D_TIC0,Mordred2D_MIC5,Mordred2D_ZMIC0,Mordred2D_ZMIC1,Mordred2D_FilterItLogS,Mordred2D_VMcGowan,Mordred2D_AMID,Mordred2D_MID_h,Mordred2D_MPC6,Mordred2D_piPC1,Mordred2D_piPC5,Mordred2D_piPC6,Mordred2D_TpiPC10,Mordred2D_TopoPSA,ChemInfo_PMI3,ChemInfo_RC2,ChemInfo_RC3,ChemInfo_DIP,ChemInfo_ISO,ChemInfo_HOMO,ChemInfo_GTOT,ChemInfo_HARD,ChemInfo_SOFT
trifluoroethanenitrile,N#CC(F)(F)F,-4.652777777777778,0.4411092822574498,95.023,-0.7200000000000002,31.993379032473577,23.79,31.27083333333333,7.027777777777778,0.0,0,0,1.0274361475110547,1.07228,11.668,0.9697709703921366,120.0,105.0,0.0,0.0,364.0,240.0,1567.5422634493102,997.0716605055998,1935.6255119549105,798.3319008671999,7.718546999999999,5.558316999999999,34.0,261.25704390821835,12.213778,12.05915,229.2484424183333,11.333333333333332,-2.7777777777777755,62.608861765188685,-19.954399751902223,1.964235333333333,2.566733333333333,-0.6346777777777763,-0.8010250000000004,-0.4244522500000003,-13.154282713611108,1.8888888888888888,10.434810294198114,0.5331249999999998,7.6202148180555485,3.846658607483694,19.00559652778673,4.12447731417658,0.5269800469058167,42.91238431570025,2.380148228759698,0.0,0.0,0.0,7.666666666666667,1.358,1.3220947340064948,3.223403672911543,0.0,2.257142857142857,6.5,1.3238095238095238,1.3238095238095238,0.0,5.04,1.4591479170272448,8.754887502163468,25.882923156654137,22.855639587059308,21.685714585616992,-0.7643774394588995,45.7,1.744331709611622,6.618718433538229,0,2.079441541679836,0.0,0.0,3.4657359027997265,23.79,172.5401796,2.92985,2.92967,1.4271,24.06,-0.38377,-430.452677,0.35577,2.810804733
"pentane, undecafluoro-2-(trifluoromethyl)-",FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,-8.171875,0.6431367638317385,338.03799999999995,-0.9800000000000004,98.88145724077988,0.0,166.78000000000003,0.0,0.0,0,0,4.047828758379401,4.652200000000001,31.898,0.9855392538724,472.0,1602.0,1845.0,1071.0,1350.0,936.0,5918.735264096783,3915.9780966928,9255.449587351472,12406.255897740662,21.076885999999995,35.961038999999985,39.1,295.9367632048392,13.4621548,13.642,250.526078715,37.8,-4.4100000000000135,205.059974613355,-25.924558521013687,6.6045672,8.588580000000004,-1.0020010000000046,-1.254400000000019,-0.6069968099999955,-18.60843906249996,1.89,10.25299873066775,0.5375999999999999,7.975045312499995,3.803777488951177,19.016353295588807,4.135785695989839,0.5241660110066672,271.6684207675489,5.266160219721558,1.3125,0.5625,0.0,27.0,1.448,1.3830937008783066,6.66762042792914,0.0,7.0,13.0,1.48,1.48,0.0,19.14,0.8812908992306927,17.625817984613853,48.79869355206147,64.14458226057971,58.05805309016448,-4.050114612517317,120.04000000000002,1.82021484375,23.595703125,18,2.995732273553991,3.332204510175204,2.9444389791664403,5.351858133476067,0.0,2092.96936,0.27487,0.24149,0.1155,67.04,-0.35929,-1626.345036,0.36187,2.763423329
"1,1,1,2,2,3,3-heptafluoropentan-4-one",CC(=O)C(F)(F)C(F)(F)C(F)(F)F,-6.442291666666667,0.6420450644485228,209.04,-0.8200000000000003,67.51928940594338,17.07,81.6492824074074,0.0,-0.042013888888889,0,0,2.665624502176153,2.408300000000001,26.629999999999995,0.9932650935136732,272.0,828.0,504.0,147.0,814.0,588.0,3506.9120670483912,2402.8704828464,5171.27444693605,6836.407005608102,18.093285714547,27.503186644547,27.75,219.18200419052445,11.4506055,10.980625,218.69085882532792,120.0,40.25,696.1409943713203,-40.47997772572419,6.585588,9.40999375,-0.3789941406250008,-0.4987890625000003,-0.5318621720376607,-10.77057183079313,7.5,43.50881214820752,0.7005859374999996,7.216588599072303,0.9959589922519752,19.008923079889176,4.127364202478345,0.5254108789272147,136.644996046102,4.085832056794072,0.4330127018922193,0.0,0.0,17.333333333333332,1.2825,1.291453596929034,5.26736794508629,-0.042013888888889,4.833333333333333,9.5,1.1604166666666669,1.358974358974359,0.0,12.08,1.7489992230622806,27.98398756899649,42.32110753948235,51.96266266456261,43.730738554131634,-2.323717058312609,95.20000000000005,1.8040572203574403,13.45398290731737,0,2.6390573296152584,2.302585092994046,0.0,4.6443908991413725,17.07,769.8303532,0.72226,0.65664,2.5004,55.5,-0.28207,-966.376835,0.22043,4.536587579
pentafluorobenzene,Fc1cc(F)c(F)c(F)c1F,-2.1365740740740744,0.3166631825753135,167.05599999999998,-1.13,58.25908013412815,0.0,60.04962962962963,0.0,0.0,0,0,1.8004810273823575,2.3821000000000003,26.232000000000003,1.1943145448900163,228.0,506.0,329.0,98.0,622.0,492.0,2671.297410748851,2018.640918176,3171.697110352,4220.962824802281,18.729257904849,28.26238862,27.83333333333333,222.60811756240423,10.996796666666668,10.5325,205.28779898035407,53.66666666666666,5.666666666666663,317.44859957282983,-2.3911622243677977e-13,4.769174666666666,6.493666666666668,8.09229226837892e-16,3.980026185167339e-15,-6.453022288079622e-16,-5.889836319232068e-14,4.472222222222222,26.454049964402486,0.6624305555555552,8.647376360749572,2.9559393625476105,19.00433143528251,4.113619487210211,0.5422271995175575,91.28169705525906,4.091973918447208,1.523392697048666,0.7534615019319887,0.1814436846506057,13.666666666666666,1.2566666666666666,1.2453357000553569,8.665512453118488,0.0,4.428571428571429,15.25,1.1309523809523812,1.2064935064935065,0.0,11.05,1.3250112108241772,15.900134529890126,50.20859481010003,41.98064198444373,41.56105330772672,-3.635251977089668,80.44000000000003,1.9148335402835244,8.71802838333559,14,2.70805020110221,4.706710915543052,4.576642102373553,6.022539190173357,0.0,837.8852036,1.022,0.60325,1.2544,58.6,-0.25955,-728.355321,0.22951,4.357108623
"1,8-diaminooctane",NCCCCCCCCN,0.8441358024691358,0.5281924897746287,124.10199999999998,-0.08,63.97362722263125,52.04,0.0,0.0,1.6882716049382716,4,2,8.84864,1.2444000000000002,45.81080000000002,1.205334836666454,40.0,32.0,28.0,24.0,406.0,460.0,1566.8263459999994,1596.514633000001,1656.1245599999993,1489.8497509999995,33.62345809698,63.42083616849,1.6666666666666667,52.22754486666665,7.169889333333336,5.521660000000001,171.17293382749935,33.86666666666665,-4.537777777777777,873.1088578666668,-13.778081145675584,0.7167327999999994,1.722186666666665,-0.3329604444444483,-0.3408840000000025,0.1762244831782256,4.190295525631442,1.1288888888888884,29.10362859555556,0.0554159999999999,1.2013427267308885,1.81238527558496,14.01418845805402,3.092678244837939,1.0782878120339905,73.98626774990797,3.1006404606614484,0.7285533905932737,0.4267766952966368,0.2392766952966368,13.666666666666664,0.9352,1.1578124324692354,6.868574350637258,0.0,4.8,5.0,0.4599999999999999,0.6428571428571429,0.1371428571428571,9.02,1.158938532350277,34.76815597050831,18.115195036789206,35.8541308559724,32.77896738242767,-2.376781434754877,143.54000000000005,1.882909733129015,3.412595540645075,4,2.302585092994046,1.791759469228055,1.6094379124341005,4.02535169073515,52.04,1632.098484,0.31338,0.30982,2.0068,101.07,-0.22611,-426.147395,0.3049,3.279763857
"1,9-nonanediol",OCCCCCCCCCO,0.33,0.530515444766483,140.09699999999998,-0.08,69.24725544739444,40.46,0.0,16.947909580498866,0.6600000000000001,2,2,9.847854545454544,1.7017,46.49060000000002,1.1992280204954822,52.0,44.0,40.0,36.0,472.0,508.0,1830.6343709999996,1788.622514000001,1879.470360999999,1714.2116159999998,35.278766096980014,66.202074627641,2.774193548387097,59.05272164516127,7.385076000000003,5.72741935483871,168.07757473870902,60.70967741935485,-6.622268470343393,1002.1728855483872,-43.12759472913629,2.0717094193548387,3.155219354838706,-0.3516251821019808,-0.3585848074921981,0.0262266254031277,0.4374238760527184,1.9583766909469305,32.32815759833507,0.1059313215400623,1.1281179941974808,1.810549030224636,16.003095816654877,3.513364216903216,0.7873497934183097,94.70516788401494,3.3079496944818647,0.8535533905932737,0.5151650429449552,0.3017766952966368,14.999999999999996,0.9483870967741934,1.1474731808268444,7.570616404823237,0.0,5.166666666666667,5.5,0.4913978494623656,0.7564102564102563,0.082983682983683,10.02,1.1810386681053249,36.61219871126507,20.30873026173127,40.21282013804009,36.2105500287115,-2.3615092274108305,149.41000000000005,1.8935238389107427,3.413404551509085,5,2.3978952727983707,1.9459101490553128,1.791759469228055,4.204692619390966,40.46,1692.962877,0.34395,0.29868,3.2789,103.54,-0.25964,-505.187349,0.3305,3.025718608
7-phenylheptanoic acid,O=C(O)CCCCCCc1ccccc1,-0.6823524315858365,0.6951018643579228,188.141,-1.31,90.94175377251304,37.3,0.0,8.448012879560046,0.0,1,1,5.524249617011027,3.2642000000000024,60.86680000000004,1.2483757536781872,140.0,104.0,76.0,72.0,614.0,674.0,2405.6587270000005,2481.709038999999,3089.838137,2668.480182,45.545140287282,84.008212279094,4.909090909090909,72.89874930303031,7.44431793939394,5.844545454545455,162.052937491257,97.87878787878788,18.72727272727272,1116.1586898787878,37.94148060008381,2.0481209696969693,3.170096969696968,-0.1895969696969721,-0.1969696969696964,0.3501487012121205,2.1688902954166847,2.966023875114784,33.822990602387506,0.0990817263544536,1.307442626595251,1.8201065261026157,16.01390189854518,3.554705108615665,0.7416186858586257,130.99110594971617,4.119314982344419,2.046668296450265,1.0701495490163704,0.696314597043902,18.666666666666668,0.9587878787878787,1.1259508775669091,11.631627743018706,0.0,7.166666666666667,15.5,0.5282828282828282,0.7708333333333333,0.0313888888888889,15.02,1.251534532637368,41.30063957703314,31.166267906419957,53.80358693511226,37.0364979136552,-3.448670597473962,177.71000000000006,1.9694285427450045,3.382486472094455,14,2.995732273553991,4.342993403944672,3.819085009768877,6.103955828318597,37.3,3037.929066,0.17577,0.16647,1.5335,137.02,-0.23349,-656.459325,0.24007,4.165451743
trifluoromethoxymethane,COC(F)(F)F,-4.458333333333334,0.4433409768343679,97.015,-0.25,32.71434458051174,9.23,34.625,0.0,0.0,0,0,1.4049639917695476,1.1526,13.064000000000002,0.9697709703921366,114.0,21.0,0.0,0.0,382.0,276.0,1630.3624074493105,1105.2187045056005,2190.377619839711,720.8907265055999,8.485589714547,7.997931672546998,22.22222222222222,181.15137860547893,10.732015555555556,9.966666666666669,211.6060926194719,86.22222222222223,26.691358024691358,518.3575700257627,-112.66934893231742,3.645686222222222,5.399088888888889,-0.6189901234567916,-0.8408641975308644,-1.3389612581437156,-16.880705400534413,9.580246913580249,57.59528555841808,0.6980246913580245,5.516527937254096,0.9975801686826616,19.00560005350701,4.124647425084394,0.5263698581915919,54.28958182569217,2.3803578378682477,0.0,0.0,0.0,8.333333333333332,1.2177777777777776,1.2749056320780874,3.223403672911543,0.5833333333333333,2.1904761904761902,3.75,1.0232804232804231,1.384920634920635,0.0,5.04,1.8910611120726528,17.019550008653873,24.665538650111685,24.453802790117564,22.89390278819448,-0.8149521757897823,50.190000000000005,1.744331709611622,6.748160171779821,0,1.791759469228055,0.0,0.0,3.091042453358316,9.23,167.7600605,3.03755,3.01348,2.3275,26.33,-0.32416,-452.737827,0.42582,2.348410126
octafluorotoluene,Fc1c(F)c(F)c(C(F)(F)F)c(F)c1F,-5.64925925925926,0.3676018505785181,236.06099999999995,-1.3400000000000003,77.12062845730345,0.0,97.3463425925926,0.0,0.0,0,0,2.622022707160293,3.4009,31.234000000000005,1.1321852318213,336.0,780.0,870.0,504.0,900.0,684.0,3897.363440198161,2835.3674136816003,5203.398611306911,6272.49467663268,22.004292,35.334417,33.6,259.8242293465441,12.0522408,11.882,221.06614475666663,33.6,-8.588685318500211e-15,182.27553298964887,-1.9199381131671846e-13,5.8707264000000015,7.634293333333337,-1.1925057287322083e-14,4.3945390536413874e-15,-3.2437867503176674e-16,-1.0028143254064365e-13,2.24,12.151702199309923,0.6371555555555551,9.45190555555555,3.691994083390212,19.00901605953301,4.126126723903678,0.5266473166080174,153.99997521634185,4.849149427403884,2.3941117093102786,1.2539409800204075,0.4887463860261714,19.0,1.3413333333333337,1.2918809149549004,9.603122979354756,0.0,5.785714285714286,18.0,1.2942857142857145,1.2942857142857145,0.0,15.08,0.9967916319816366,14.951874479724548,55.46207654158941,56.37549807296503,55.28798670690748,-4.687331856036788,99.81000000000002,1.9012372208910069,13.808818031281008,30,2.9444389791664403,5.083343477478833,5.154013876941603,6.610864267445046,0.0,1526.718848,0.49029,0.33106,0.9601,71.46,-0.27379,-1065.382692,0.21792,4.588839941
3-phenylpropanoic acid,O=C(O)CCc1ccccc1,-0.7418027210884344,0.7116430298202236,140.09699999999998,-1.31,65.48198531492656,37.3,0.0,8.374793083900226,0.0,1,1,2.6641981624027387,1.7038,42.39880000000003,1.243127370962693,124.0,92.0,86.0,96.0,462.0,482.0,1820.473731,1807.7958510000003,2315.0039890000007,1881.4532659999995,30.83263704848999,53.257451699698,6.9523809523809526,86.68922528571427,7.702510285714288,6.15,160.05849031702334,77.23809523809523,10.000000000000002,746.5150962857142,42.84815257566342,1.882460571428571,2.668323809523808,-0.238604761904763,-0.2523809523809533,0.3843701160000036,2.358207291226133,3.678004535147392,35.548337918367345,0.1358276643990929,1.3426112511890915,1.895278690721328,16.01389976054129,3.5546935625865657,0.7416226289311421,63.28634835982247,3.603850769353019,1.658691913617356,0.7398595981259042,0.421097666344815,13.33333333333333,0.9809523809523808,1.1188200179052998,9.159083361283988,0.0,5.166666666666667,13.5,0.5825396825396825,0.7944444444444444,0.0449494949494949,11.02,1.3566695198333112,28.490059916499536,31.218716838126,38.555990813694,29.018477835844244,-1.804736999638267,121.35000000000002,1.958034295303411,3.38846170380142,10,2.772588722239781,4.342993403944672,3.840795496139778,5.961166409125112,37.3,799.8253415,0.67964,0.63228,1.5931,91.69,-0.24118,-499.308402,0.23967,4.172403722
2-methylfuran,Cc1ccco1,0.9675925925925928,0.4628605847396023,76.05399999999999,-0.72,36.5906744979704,13.14,4.833333333333333,0.0,1.9166666666666667,0,0,0.6751099892593019,1.58802,23.444999999999997,1.2443138434088834,76.0,6.0,0.0,0.0,250.0,276.0,983.38499,1034.02699,1269.580339,468.0520339999999,17.255381429093998,25.950581180546997,6.666666666666667,81.94874916666667,7.613756666666666,6.045000000000001,160.74408153316617,46.66666666666667,17.666666666666668,421.65678966666655,-46.90292984439871,0.9667386666666662,1.4050916666666655,0.0897416666666673,0.0666666666666671,-0.4981771713333337,-3.2196270843333354,3.888888888888889,35.13806580555555,0.1238888888888888,1.3319764761990542,0.9959565639814052,16.01028464253194,3.5445953895941145,0.7516443032684909,17.095025612094325,2.5996712316588364,0.2886751345948128,0.0,0.0,7.333333333333334,0.9733333333333336,1.121271250913978,6.033086084349526,1.9166666666666667,2.833333333333333,7.5,0.5638888888888889,0.8277777777777778,0.0,6.01,1.3250112108241772,15.900134529890126,24.1283053860023,21.177905073403192,15.937343753004814,-1.4289366863737678,67.72,1.929249694707605,1.945555518191734,0,2.2512917986064958,2.409194828052304,0.0,4.535954075299409,13.14,197.610678,3.52936,2.55925,0.5549,49.42,-0.21253,-269.274285,0.23582,4.240522432
.gamma.-ethylpyridine,CCc1ccncc1,1.0997222222222225,0.5313362980164081,98.084,-0.8500000000000001,49.380935329236685,12.89,0.0,0.0,2.134259259259259,0,0,1.6237851268217838,1.644,33.614999999999995,1.3030365535762272,82.0,56.0,16.0,5.0,310.0,354.0,1215.189472,1311.0246719999998,1536.019513,1251.795747,24.733816143641,40.917772249396,4.823529411764706,71.48173364705883,7.261848470588236,5.690288235294118,162.53290727401418,48.11764705882353,17.05882352941176,539.7536875294116,-41.02558970784262,0.3623924705882351,0.9263882352941166,0.0766705882352926,0.0714176470588229,-0.3218442300000007,-4.682898789447024,2.830449826989619,31.750216913494803,0.0510602076124567,1.4786122859762203,0.9880082424286144,14.029460366474671,3.144894217922589,1.0258929408417667,27.50902315237537,3.058065485183455,1.1051717155225391,0.3484617125293379,0.1443375672974064,9.666666666666666,0.9498823529411764,1.127031862592732,7.8278337948912355,2.134259259259259,3.9,10.5,0.5117647058823529,0.75,0.0,8.01,1.2532975784630431,21.30605883387173,25.363955389108263,28.193207832698043,17.81605926090297,-2.143449294370529,95.71000000000002,1.9615831826636256,1.985691521832072,4,2.4849066497880004,4.150055169236106,3.2700441114426,5.3462142747402535,12.89,414.8029807,1.45053,1.21919,2.6656,73.63,-0.24925,-326.804386,0.23094,4.330129038
3-ethylpyridine,CCc1cccnc1,1.0772222222222223,0.5313362980164081,98.084,-0.85,49.38093532923669,12.89,0.0,0.0,2.122037037037037,0,0,1.6237851268217838,1.644,33.614999999999995,1.3030365535762272,82.0,58.0,14.0,3.0,310.0,354.0,1215.189472,1311.0246719999998,1536.019513,1273.757735,24.733816143641,40.917772249396,4.823529411764706,71.48173364705883,7.261848470588236,5.690288235294118,162.53290727401418,48.11764705882353,17.05882352941176,539.7536875294116,-41.02558970784262,0.3623924705882351,0.9263882352941166,0.0766705882352926,0.0714176470588229,-0.3218442300000006,-4.682898789447025,2.830449826989619,31.750216913494803,0.0510602076124567,1.4786122859762203,0.9880082245957398,14.029461105865987,3.144962198880751,1.0258353538695948,27.43732543879446,3.049584097213851,1.1051717155225391,0.3484617125293379,0.1443375672974064,9.666666666666666,0.9498823529411764,1.127031862592732,7.8278337948912355,2.122037037037037,3.9,10.5,0.5117647058823529,0.75,0.0,8.01,1.2532975784630431,21.30605883387173,25.363955389108263,28.193207832698043,17.81605926090297,-2.143449294370529,95.71000000000002,1.9615831826636256,1.9873227356234235,4,2.4849066497880004,4.150055169236106,3.2700441114426,5.3462142747402535,12.89,412.5683814,1.47317,1.22582,2.3947,73.86,-0.24827,-326.803576,0.22858,4.374835944
ethyl pentanoate,CCCCC(=O)OCC,-0.0700462962962957,0.5416729314973412,116.07499999999996,-0.53,56.20397104375984,26.3,4.705,0.0,4.380574452003024,0,0,5.27386320095196,1.7397,36.158,1.1537758705195256,80.0,54.0,40.0,18.0,394.0,408.0,1536.0097449999992,1467.3118040000004,1694.072836,1444.1508189999995,27.03328866788599,43.60337522048999,4.608695652173913,66.78303239130432,7.545458260869569,5.913478260869566,167.2743561988907,76.60869565217388,28.98298676748584,799.1117028695653,-149.59500042938836,1.975925913043478,2.875965217391302,0.1023289224952712,0.0865028355387496,-1.0663262558759932,-6.490143963855435,3.3308128544423425,34.74398708128545,0.1325897920604914,1.1599130406570388,0.9871880430409234,16.01398116907641,3.5549041116066333,0.7415472635602718,68.06409737475366,2.9290533037169184,0.5948613524427101,0.2041241452319315,0.1020620726159657,11.999999999999996,0.9617391304347824,1.1445999855591151,5.5601657575545405,3.878047052154195,4.166666666666667,6.25,0.5231884057971015,0.8703703703703703,0.0,8.02,1.264672679395722,29.08747162610161,24.837352485601414,32.94327953276238,20.14385474176344,-1.9254779017861117,116.93,1.8505581698554288,3.6435080030719056,2,2.302585092994046,1.791759469228055,1.0986122886681098,3.9889840465642745,26.3,865.1291142,0.60163,0.58459,1.7673,80.39,-0.26617,-425.482702,0.28311,3.532195966
"1,2,3,4-tetrafluorobenzene",Fc1ccc(F)c(F)c1F,-1.777777777777778,0.3019884488134719,148.058,-1.06,54.09354473120191,0.0,47.95888888888889,0.0,0.0,0,0,1.6105506102753016,2.2430000000000003,26.274,1.2250296206660067,193.0,383.0,196.0,49.0,542.0,444.0,2311.3741505990806,1802.5581853408,2739.5316446816005,3428.874098982111,18.863621809698,28.62909724,23.166666666666668,192.61451254992335,10.223335333333331,9.535000000000002,195.40143999570816,69.66666666666667,9.666666666666668,434.4833541577873,-1.7593906778749894e-13,4.490390666666666,6.324566666666667,2.264405946700916e-15,3.490787905649187e-15,-1.4330326013379924e-15,8.804131972952845e-16,5.805555555555556,36.20694617981561,0.634722222222222,7.5975163470068,2.830588808051808,19.00329390163814,4.112342641022665,0.5424809751430714,74.77264553592948,3.842750975035949,1.3455962205644143,0.6368945341743198,0.1666666666666666,12.333333333333332,1.1933333333333334,1.2170330423404945,8.423116545640495,0.0,4.142857142857142,14.0,1.0047619047619047,1.1457142857142857,0.0,10.04,1.4591479170272446,17.509775004326933,32.32797186110223,37.88120417556093,37.73082918277248,-3.1926411698838937,78.68,1.9225328366785412,6.977050698411285,10,2.6390573296152584,4.541298109393681,4.2749284991175145,5.830690418089585,0.0,668.6337847,1.1876,0.756,2.2065,57.64,-0.25592,-629.122868,0.23026,4.342916703
6-phenylhexanoic acid,O=C(O)CCCCCc1ccccc1,-0.6900823045267488,0.7035251843406115,176.12999999999997,-1.31,84.57681165811641,37.3,0.0,8.429840573587867,0.0,1,1,4.761740176882632,2.874100000000001,56.24980000000004,1.2338064612684316,136.0,100.0,72.0,68.0,576.0,626.0,2259.362478,2313.230741999998,2896.1296,2471.723453,41.867014477584014,76.32052213424497,5.266666666666667,75.31208259999998,7.489501600000002,5.898,161.70390923576616,93.46666666666664,17.199999999999985,1027.2578592,38.80014819580981,2.014387199999999,3.057786666666664,-0.1981733333333355,-0.2066666666666681,0.3561374488000014,2.2020207696831857,3.115555555555554,34.24192864,0.1059555555555555,1.314527977316195,1.826769996034885,16.01390136358356,3.554702170356889,0.7416196966627469,111.8156603491248,3.994335167340025,1.9216682964502652,0.984737546817843,0.6094327539949543,17.33333333333334,0.9626666666666666,1.1247029771261274,10.998704609526063,0.0,6.666666666666667,15.0,0.5377777777777778,0.7755555555555556,0.0339682539682538,14.02,1.272905595320056,38.187167859601686,31.110299071016755,49.977678850597805,34.210466879649566,-3.0408057921933365,163.62000000000003,1.9672303391656596,3.38288482087492,13,2.9444389791664403,4.329910633534867,3.796892698174515,6.092722910432068,37.3,2177.910442,0.24639,0.2322,1.8445,124.85,-0.23907,-617.169918,0.23901,4.183925359
2-methyl-3-pentanol,CCC(O)C(C)C,-0.0972222222222225,0.5586305568134092,88.065,-0.04,45.35819535200859,20.23,0.0,8.935185185185185,6.034722222222223,1,1,3.0095553366174053,1.4133,31.135799999999985,1.094712559291125,38.0,22.0,2.0,0.0,294.0,314.0,1135.7776229999995,1087.0037300000006,1361.9708870000002,1352.3853539999996,23.601184667885992,42.76141892449,2.380952380952381,54.08464871428569,7.269205142857144,5.595714285714287,168.33640717533268,37.80952380952383,8.467120181405894,638.6281311428573,-78.01174289561504,1.0823211428571426,1.7413809523809507,-0.1780151927437668,-0.1708390022675752,-0.2499120870439976,-1.2194886983656792,1.80045351473923,30.41086338775511,0.0843990929705215,1.1169613566598673,0.9872251884880884,16.00203983761125,3.512255603093518,0.7879566801660904,32.001279195612256,2.6139937027849656,0.0,0.0,0.0,9.666666666666664,0.9390476190476188,1.1484006473649733,3.895606293351654,6.034722222222223,3.333333333333333,3.25,0.4698412698412698,0.7458333333333332,0.0636904761904761,6.01,1.115520093581932,23.42592196522057,19.15852559527253,25.72285012800091,18.434146109043,-0.8928958885504639,101.27000000000004,1.7864632655260684,1.6971957541019531,0,1.9459101490553128,0.0,0.0,3.367295829986474,20.23,315.752703,2.20324,1.60155,1.4861,67.49,-0.25818,-312.127516,0.33174,3.014408874
"1,12-dihydroxydodecane",OCCCCCCCCCCCCO,0.3483727810650887,0.5057430136371702,176.12999999999997,-0.08,88.34208179058429,40.46,0.0,17.138044183657946,0.6967455621301775,2,2,12.846171428571424,2.872000000000002,60.34160000000006,1.223824604786518,64.0,56.0,52.0,48.0,586.0,652.0,2269.5231180000005,2294.0574049999987,2460.5959719999987,2304.481802999999,46.313143526074,89.265145062188,2.45,56.73807795000001,7.2967422,5.633500000000001,167.50734493288684,69.10000000000001,-6.4225,1246.0064619,-42.72641847611092,2.1458604,3.4296399999999965,-0.3307489999999992,-0.3310249999999988,0.0505074139112976,0.6210338982129203,1.7275000000000005,31.1501615475,0.0874749999999999,1.149445244304646,1.8066860418886503,16.00309749537876,3.5133735618163837,0.7873497930462189,147.42332656140331,3.781797845078493,1.228553390593274,0.7803300858899107,0.4892766952966368,19.0,0.942,1.1454384385851175,9.670558575852242,0.0,6.666666666666667,7.0,0.4783333333333333,0.7458333333333332,0.0636904761904761,13.02,1.1411535278793057,45.64614111517222,21.055857171582986,51.479152876911904,47.09519669832441,-3.5928342357058125,191.6800000000001,1.916319215189656,3.4141124360150936,8,2.6390573296152584,2.302585092994046,2.19722457733622,4.605170185988092,40.46,3874.081499,0.13426,0.13053,2.128,137.05,-0.26011,-623.048185,0.33229,3.009419483
"1,4-dimethylnaphthalene",Cc1ccc(C)c2ccccc12,1.357592592592593,0.5476492453414699,144.13199999999998,-1.2999999999999998,72.84295188002537,0.0,0.0,2.7453703703703707,4.309074074074074,0,0,1.6134353718519725,3.456640000000002,53.422000000000025,1.3166576793883438,140.0,159.0,80.0,25.0,444.0,540.0,1743.36222,2020.7186290000004,2820.778146,2939.816898,38.802154858188,72.91167500909395,5.0,72.6400925,7.1294900000000005,5.544999999999999,155.85600405712452,66.0,31.25,726.3960539999998,56.28185335980567,0.1422959999999998,0.7349999999999985,0.0306249999999999,0.0224999999999999,0.2516060712122484,1.366728172112303,2.75,30.26650224999999,0.0224999999999999,1.3667281721122488,0.9950187068438916,12.370275692745407,2.8592756927454017,1.319137991784648,42.97980767427032,4.098209286053868,2.933179445181873,1.535016740848678,0.8894080817025599,14.0,0.94,1.103822411481044,14.36027382338304,4.309074074074074,6.0,16.5,0.5,0.6999999999999998,0.0,37.0,1.0,24.0,22.93690284826264,42.0,34.75488750216346,-3.924463749587873,136.72000000000003,2.0291747080513214,0.0,28,2.970414465569701,5.504060403182079,5.641796249194774,7.822421254153679,0.0,878.5154931,1.11155,0.57572,0.028,123.39,-0.20438,-464.357283,0.17162,5.82682671
