Name,smiles,RDKit2D_MinEStateIndex,RDKit2D_qed,RDKit2D_HeavyAtomMolWt,RDKit2D_HallKierAlpha,RDKit2D_LabuteASA,RDKit2D_TPSA,RDKit2D_VSA_EState1,RDKit2D_VSA_EState3,RDKit2D_VSA_EState8,RDKit2D_NHOHCount,RDKit2D_NumHDonors,RDKit2D_Phi,RDKit2D_MolLogP,RDKit2D_MolMR,Mordred2D_SpMAD_A,Mordred2D_ATS1dv,Mordred2D_ATS3dv,Mordred2D_ATS4dv,Mordred2D_ATS5dv,Mordred2D_ATS0Z,Mordred2D_ATS1Z,Mordred2D_ATS0m,Mordred2D_ATS1m,Mordred2D_ATS2m,Mordred2D_ATS3m,Mordred2D_ATS0p,Mordred2D_ATS2p,Mordred2D_AATS0dv,Mordred2D_AATS0m,Mordred2D_AATS0se,Mordred2D_AATS0are,Mordred2D_AATS0i,Mordred2D_ATSC0dv,Mordred2D_ATSC1dv,Mordred2D_ATSC0m,Mordred2D_ATSC1v,Mordred2D_ATSC0se,Mordred2D_ATSC0pe,Mordred2D_ATSC1pe,Mordred2D_ATSC1are,Mordred2D_ATSC1p,Mordred2D_ATSC1i,Mordred2D_AATSC0dv,Mordred2D_AATSC0m,Mordred2D_AATSC0are,Mordred2D_AATSC0i,Mordred2D_BCUTdv-1l,Mordred2D_BCUTm-1h,Mordred2D_BCUTare-1h,Mordred2D_BCUTp-1l,Mordred2D_SpAbs_Dzp,Mordred2D_VR2_Dzp,Mordred2D_Xp-5d,Mordred2D_Xp-6d,Mordred2D_Xp-7d,Mordred2D_SZ,Mordred2D_Mare,Mordred2D_Mi,Mordred2D_SpMAD_Dt,Mordred2D_SsCH3,Mordred2D_ETA_alpha,Mordred2D_ETA_beta,Mordred2D_ETA_epsilon_1,Mordred2D_ETA_epsilon_5,Mordred2D_ETA_dEpsilon_D,Mordred2D_fragCpx,Mordred2D_IC0,Mordred2D_TIC0,Mordred2D_MIC5,Mordred2D_ZMIC0,Mordred2D_ZMIC1,Mordred2D_FilterItLogS,Mordred2D_VMcGowan,Mordred2D_AMID,Mordred2D_MID_h,Mordred2D_MPC6,Mordred2D_piPC1,Mordred2D_piPC5,Mordred2D_piPC6,Mordred2D_TpiPC10,Mordred2D_TopoPSA,ChemInfo_PMI3,ChemInfo_RC2,ChemInfo_RC3,ChemInfo_DIP,ChemInfo_ISO,ChemInfo_HOMO,ChemInfo_GTOT,ChemInfo_HARD,ChemInfo_SOFT
"1,1,2,2-tetrafluoro-3-methoxypropane",COCC(F)(F)C(F)F,-4.005208333333334,0.5484163332007153,140.035,-0.32,49.6097642122312,9.23,49.52050925925926,0.0,-1.2314814814814814,0,0,2.897669538544983,1.5332,22.82699999999999,1.03339589774953,136.0,330.0,101.0,14.0,538.0,420.0,2282.87816559908,1658.2580313408002,2731.03106516194,3056.23500041668,15.707477429094002,21.65450988139601,17.466666666666665,152.19187770660534,9.854970933333334,8.902,201.09003077786628,132.9333333333333,21.79555555555556,860.1638924706862,-118.33984269270664,5.590157333333333,8.350693333333332,-0.3579937777777753,-0.5127111111111069,-1.2276237332202842,-13.93472948366955,8.86222222222222,57.344259498045744,0.6459555555555553,5.199947096676648,0.9975783060603628,19.004981584645645,4.119290675340709,0.5329859865122529,90.1799685567613,3.194029965756168,0.2886751345948128,0.0,0.0,12.333333333333329,1.1493333333333335,1.242957458208633,4.621005429821622,0.940763888888889,3.4761904761904763,5.5,0.8882539682539683,1.2804232804232805,0.0,8.05,1.8062389286533893,27.093583929800843,32.52862481840656,35.76655194179051,29.813477082869618,-1.604717116388584,80.13000000000004,1.8067768904266803,8.577216280340314,0,2.19722457733622,1.0986122886681098,0.0,3.828641396489095,9.23,468.1249359,1.26141,1.07996,1.7355,48.06,-0.27259,-630.522667,0.33416,2.992578406
"1,1,1,2,2,3,3,4,4-nonafluorohexan-5-one",CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-7.004791666666666,0.71424251878554,259.047,-0.9600000000000004,82.21530232619247,17.07,107.57035383597884,0.0,-0.2218608276643991,0,0,3.309544190787656,3.0436000000000005,31.577,1.0041720141992645,344.0,1152.0,828.0,504.0,1012.0,732.0,4373.054836347933,3003.5142455167997,6589.237175426619,9337.18770654798,21.502683714547,34.323095644547,29.36842105263158,230.16078086041756,11.723694947368422,11.345263157894736,222.78715878817087,131.68421052631578,42.08864265927977,758.1542542080483,-37.49672337560655,7.804054736842104,11.06137894736842,-0.4474905817174495,-0.582409972299168,-0.5347936086804431,-11.644142939149685,6.930747922437672,39.90285548463413,0.6970637119113572,7.500455975473821,0.9959584140969132,19.010809127739527,4.128923831570011,0.5252637776833684,185.32935526711788,4.598481116947408,0.8440970937165709,0.2165063509461096,0.0,21.333333333333336,1.305263157894737,1.3030426832602853,6.032986327432732,-0.2218608276643991,5.904761904761904,11.5,1.2050125313283209,1.374702380952381,0.0,15.1,1.6798229071556268,31.91663523595691,47.58654378986271,63.31654627468545,53.879708269277415,-2.926896670717269,112.81000000000002,1.8147330191126507,16.870172978406192,6,2.833213344056216,2.9444389791664403,2.302585092994046,5.0238805208462765,17.07,1169.226933,0.4672,0.43233,2.5442,66.28,-0.28273,-1204.146033,0.2207,4.531037608
"1,2-dibromo-2-chloro-1,1,2-trifluroethane",FC(F)(Br)C(F)(Cl)Br,-3.734567901234568,0.6450180181478005,276.277,1.04,65.63916078916924,0.0,31.77064043209877,0.0,0.0,0,0,2.648040528435394,3.2311000000000005,32.492999999999995,0.9013878188659974,105.1851851851852,114.60219478737996,0.0,0.0,3054.0,720.0,15397.34714644931,3174.0774215056,11450.988045973769,15840.25667905794,29.865947,29.888228999999995,22.467421124828533,1924.668393306164,11.985072375,10.7442625,201.4427200496125,65.00617283950618,-0.0453532235939645,5856.348216508819,-1.0167690441626245,2.001325875,2.7532000000000005,-0.5112250000000014,-0.4917515624999998,-7.43906250000072e-05,-7.090124396076549,8.125771604938272,732.0435270636024,0.4962609374999997,7.5919904762859325,0.2549871288302315,79.90518191203483,4.116742940577439,0.5358350412880724,52.79707330165424,2.9896426230767195,0.0,0.0,0.0,21.0,1.2805,1.2364704981217196,3.734313483298445,0.0,5.238095238095238,4.5,1.2202380952380951,1.2202380952380951,0.0,7.06,1.9056390622295665,15.245112497836532,98.854375,61.70225468019829,60.20225468019829,-3.1339518744397084,91.56000000000004,1.7578125,9.9375,0,2.079441541679836,0.0,0.0,3.610917912644224,0.0,1126.773973,0.50805,0.45372,0.4217,63.36,-0.30429,-5983.241317,0.23464,4.261847937
"1,1,1,2-tetrafluoro-2-(difluoromethoxy)ethane",FC(F)OC(F)C(F)(F)F,-5.378541666666667,0.5732475481548114,166.01999999999998,-0.46,51.575892903687055,9.23,68.45805555555556,0.0,-3.7531250000000007,0,0,2.945464983860259,2.0835,18.04,0.9936237570137336,195.0,348.0,217.0,294.0,660.0,468.0,2856.428436898621,1921.9452000112,3706.623291607081,2905.18326162211,11.760623809698004,13.727429385000002,30.33333333333333,238.03570307488508,12.117516000000002,11.795,229.7494514300832,83.66666666666666,-2.3611111111111125,503.3525762957106,-82.80695099555918,4.807043999999999,6.897091666666666,-1.184559027777775,-1.527777777777772,-1.32462887119025,-22.09682573053675,6.972222222222221,41.94604802464255,0.6838888888888887,6.912636983496384,2.982982567918272,19.00781007703371,4.125894371640499,0.5261455692909549,127.08383600562792,3.3222221188146106,0.7071067811865476,0.0,0.0,13.666666666666664,1.3333333333333333,1.3256946676968344,5.081731235721075,0.0,3.5476190476190474,6.5,1.2543650793650796,1.4452380952380952,0.0,9.07,1.7295739585136225,20.754887502163463,39.50611716708989,39.25162916738782,35.62907291846956,-1.4349299957517188,69.56,1.8097592939007228,12.002899934787122,0,2.302585092994046,1.9459101490553128,0.0,4.02535169073515,9.23,708.7360753,0.74698,0.71314,1.5554,37.88,-0.35488,-789.752778,0.42019,2.37987577
pentyl benzoate,CCCCCOC(=O)c1ccccc1,-0.2206453136810275,0.5291550856889891,176.12999999999997,-1.31,84.89612313542727,26.3,5.091203703703704,0.0,2.6533578987150417,0,0,4.761740176882632,3.0336000000000016,56.24950000000004,1.2783643948037915,150.0,172.0,138.0,94.0,576.0,636.0,2259.362478,2357.1107059999977,2929.887228,2832.8597909999994,41.867014477584014,72.37554667594299,5.533333333333333,75.31208259999998,7.489501600000002,5.898,161.70390923576616,101.46666666666664,34.13333333333336,1027.2578592,-49.26426573264622,2.014387199999999,3.057786666666664,0.1133266666666642,0.0933333333333317,-0.5146462271999984,-3.3107358885668794,3.382222222222221,34.24192864,0.1059555555555555,1.314527977316194,0.9879404738424064,16.013984133125945,3.5549518130011184,0.7415102338538972,129.1737515441439,3.96890561414891,2.0212510313013192,1.0189720279862666,0.6955054345792693,17.33333333333334,0.9626666666666666,1.1247029771261274,10.501484159367992,2.124024943310657,6.666666666666667,15.25,0.5377777777777778,0.8095238095238094,0.0,14.02,1.272905595320056,38.187167859601686,31.01773485094406,49.977678850597805,33.439023826265945,-3.338685792193337,163.62000000000003,1.9661395376392496,3.759172087031312,15,2.9444389791664403,4.49354005731667,4.171498485989746,6.201016144902725,26.3,2178.806804,0.24064,0.23214,1.7261,129.57,-0.25584,-617.171812,0.2137,4.679457183
"3,6,9,12-tetraoxatetradecane-1,14-diol",OCCOCCOCCOCCOCCO,0.0386419753086419,0.402322791112933,216.104,-0.24,96.06637847981855,77.38000000000001,20.381585557084225,16.828661258890406,3.78975318402537,2,2,14.5386,-0.9625999999999986,57.44760000000005,1.2297439309324276,136.0,200.0,108.0,104.0,766.0,796.0,3000.802624,2917.3562389999997,3097.752789999998,2998.805933,41.52970790667801,64.18846358848998,6.157894736842105,78.96849010526316,7.982149052631577,6.381052631578948,169.70630579601257,157.2631578947369,0.4016620498614999,1506.6616134736837,-254.8321920405552,5.356862315789474,7.301031578947368,-0.2952149584487579,-0.5055124653739619,-2.5123484784341503,-16.36933150657446,4.138504155124656,39.648989828254834,0.2097506925207755,1.0639270363961544,1.8953834967854597,16.009047666045586,3.5271083701989148,0.7767121084927004,309.367809681875,4.009145559299385,1.478553390593274,0.9571067811865476,0.614276695296637,21.66666666666667,0.9936842105263164,1.153276382745715,11.067296034414746,0.0,7.0,10.0,0.5894736842105263,0.911111111111111,0.0763888888888889,15.06,1.383807735464083,52.58469394763515,24.33738056564775,60.63593652326413,55.12261923055186,-1.7472421042876607,186.98000000000005,1.926777349795215,11.330524934589322,10,2.772588722239781,2.4849066497880004,2.3978952727983707,4.804021044733257,77.38000000000001,4075.550302,0.1346,0.12407,5.2882,129.7,-0.2344,-845.266057,0.29929,3.341240937
methane-d4,[2H]C([2H])([2H])[2H],-2.5,0.36152028070076,12.011,0.0,14.359133028500802,0.0,23.75,0.0,0.0,0,0,0.0,0.6361,6.731,0.8,0.0,0.0,0.0,0.0,40.0,24.0,148.328377,48.428352,6.0963840000000005,0.0,4.567351619396,2.6676774290939997,0.0,29.6656754,6.8828744,5.122,173.2929928373992,0.0,0.0,96.85280719999996,-144.08154460110245,0.0189727999999999,0.0979999999999998,-0.0784000000000001,-0.0575999999999999,-0.6441115423033604,-3.498824120607355,0.0,19.37056144,0.0143999999999999,0.874706030151839,-0.2185051135769348,12.015398241406588,2.6169284272643,0.6235417519541447,36.3699827941036,2.0737657782136454,0.0,0.0,0.0,1.666666666666667,0.904,1.1661158583696705,2.6422205101855964,0.0,0.5,1.5,0.38,0.7,-0.3199999999999999,4.04,0.7219280948873623,3.6096404744368114,6.096452428179052,3.816483617504394,3.816483617504394,0.433733436621288,24.950000000000006,1.7,0.0,0,0.0,0.0,0.0,1.791759469228055,0.0,3.2496017695998094,77.83439,77.83343,0.0,13.08,-0.39008,-40.47624,0.46101,2.1691503438103297
perfluorocyclopentene,FC1=C(F)C(F)(F)C(F)(F)C1(F)F,-6.061342592592593,0.5410253997920165,212.039,-0.8200000000000003,65.82786852311237,0.0,95.55555555555556,0.0,0.0,0,0,1.7021720804013911,3.0565,24.08300000000001,1.1012286142926997,304.0,1085.0,588.0,0.0,828.0,612.0,3608.8351981981614,2546.8391716816,5455.17571081251,8343.248347310213,16.426492,29.758287,36.30769230769231,277.6027075537047,12.746352307692309,12.74846153846154,235.56949685923075,27.69230769230769,-8.001489017712667e-15,150.22708762883147,-2.502907580418549e-13,4.838510769230768,6.2920000000000025,-7.606804075521722e-15,9.319304039841698e-15,-8.938392695297796e-16,1.429376012686336e-14,2.130177514792899,11.55592981760242,0.6059171597633134,8.988498520710053,3.7549373916403663,19.008783799940808,4.123550479295679,0.532081069729071,137.47276761809002,4.529316745477323,1.6220084679281466,0.5416666666666666,0.0,17.0,1.393846153846154,1.336785671101808,7.917268112281336,0.0,4.785714285714286,9.5,1.385714285714286,1.385714285714286,0.0,13.08,0.961236604722876,12.496075861397388,46.81781056883993,46.94077085671758,46.95801485205828,-3.445498050892483,80.23000000000002,1.8731586882714597,13.724169432668008,13,2.70805020110221,3.9318256327243257,3.258096538021482,5.420534999272286,0.0,824.220381,0.87941,0.61322,0.9965,50.91,-0.31053,-989.165097,0.26241,3.81083038
diethyl glutarate,CCOC(=O)CCCC(=O)OCC,-0.2575940098261522,0.5891025133512612,172.09499999999997,-1.06,78.2089226021037,52.60000000000001,9.385198412698411,0.0,4.280727355757119,0,0,6.963737817291586,1.2829000000000002,47.117000000000026,1.138647693957655,148.0,104.0,88.0,108.0,596.0,600.0,2338.5061169999994,2212.282067999998,2728.281148999998,2409.952884000001,34.78672247758401,54.794736717338985,6.827586206896552,80.63814196551722,7.888514896551727,6.299655172413794,166.95299242786157,131.2413793103448,48.5945303210464,1116.854471172414,-189.265053793434,3.630269793103448,4.9848965517241375,0.1202653983353128,0.0544114149821643,-1.6219278606151513,-10.225480350600614,4.525564803804993,38.51222314387634,0.1868252080856123,1.1740588504059344,0.987234405398451,16.016100440829636,3.5575883272395505,0.7404482718193746,143.26131344079394,3.687736245781066,0.895168206888927,0.6654186373929929,0.3190355937288491,17.000000000000004,0.9889655172413792,1.143443498626698,7.770306474432828,3.5064421138825903,5.833333333333333,10.5,0.5850574712643678,0.935897435897436,0.0,12.04,1.3914525464040957,40.35212384571877,24.845582884190875,48.47792810551806,29.86441310151157,-2.0587786054423884,152.55000000000004,1.8827133819017956,7.311738492028031,8,2.70805020110221,2.3978952727983707,2.6390573296152584,4.762173934797756,52.60000000000001,2038.670957,0.25938,0.24805,1.2261,106.18,-0.26337,-653.321295,0.26564,3.764493299
sulfur hexafluoride,FS(F)(F)(F)(F)F,-10.47222222222222,0.4601519369796083,146.055,-0.07,35.1357870598539,0.0,59.08333333333333,0.0,0.0,0,0,0.6401240009977348,3.1694,14.239000000000004,0.6998542122237651,27.999999999999996,0.0,0.0,0.0,742.0,864.0,3193.4795448986206,3654.532839552,5414.089862246553,0.0,10.271494000000004,4.653735000000001,42.06349206349206,456.2113635569458,14.963407,15.259085714285716,275.5219380343,34.38095238095238,-29.469387755102023,146.23312368494595,-90.90101398714712,0.9324420000000004,1.6799999999999993,-1.4399999999999984,-2.024522448979591,-4.033211510204085,-36.648736592400034,4.91156462585034,20.890446240706563,0.3374204081632651,6.108122765399997,0.6552331759556242,32.06555804160037,4.147517856960644,0.5313496342683839,44.340562959221614,2.6962386063445045,0.0,0.0,0.0,11.666666666666666,1.545142857142857,1.4576725309272398,3.019361246522863,0.0,2.5476190476190474,4.5,1.6931972789115648,1.6931972789115648,0.0,6.07,0.5916727785823275,4.141709450076292,16.481931086988602,16.710403323704405,16.710403323704405,-1.6585770045312644,46.370000000000005,1.70706996325474,11.94948974278318,0,1.9459101490553128,0.0,0.0,3.367295829986474,0.0,194.6261216,2.59663,2.59661,0.0,24.13,-0.42743,-997.116337,0.33849,2.954297025
fluorotrichlorosilane,F[Si](Cl)(Cl)Cl,-3.694444444444444,0.3693365164603346,153.443,1.016883116883117,44.12088812061273,0.0,11.122685185185183,0.0,0.0,0,0,1.978451728734412,2.1079,24.421,0.8,4.148148148148148,0.0,0.0,0.0,1144.0,840.0,4919.814049149771,3520.4099038720005,5790.587680320001,0.0,45.148349,17.89998,10.202469135802469,983.9628098299542,11.3595838,8.77286,174.89642602262,31.891358024691367,-2.283456790123454,211.4522056430163,-222.10455597220667,1.9313252,2.2212800000000006,-1.3735840000000004,-1.2678759999999998,-9.027621160000002,-22.50358151443596,6.3782716049382735,42.29044112860326,0.5589039999999998,8.603176337943996,0.3568238257408073,35.45692535858445,4.105205043037388,0.5545642553555608,6.429738017858466,1.8494043896765175,0.0,0.0,0.0,12.333333333333334,1.1464,1.145215846824685,2.6422205101855964,0.0,3.678571428571429,3.0,1.1842857142857144,1.1842857142857144,0.0,4.05,1.3709505944546687,6.854752972273344,37.54171720992002,33.23201641796777,33.23201641796777,-2.095109923830919,73.91,1.7,8.5,0,1.6094379124341005,0.0,0.0,2.772588722239781,0.0,397.9268503,1.8117,1.28761,0.2813,45.81,-0.34428,-1770.156284,0.30783,3.248546276
"1,1,1,3,5,5,5-heptamethyltrisiloxane",C[SiH](O[Si](C)(C)C)O[Si](C)(C)C,-1.361111111111111,0.6807749511205753,200.33299999999997,0.5706493506493506,80.3889446437905,18.46,11.807916666666667,0.0,15.409675925925924,0,0,4.386942158603596,2.5397000000000007,61.87500000000004,0.9417135899788144,12.333333333333332,8.222222222222221,42.19753086419753,2.6666666666666665,990.0,1176.0,3910.439932,4441.188733000001,4896.600784999999,4479.8658380000015,122.332891906678,178.20774637382902,2.33841684822077,115.0129391764706,7.08842305882353,5.406258823529411,162.52944321281404,67.47857661583153,-9.828698363877145,2454.2952250588232,513.2132142623054,2.9404715294117647,3.7250264705882334,-3.08216392733564,-3.832334948096885,-5.5352265488675645,-6.443532366507798,1.984664018112692,72.18515367820068,0.1270768166089965,2.8200738270111194,0.312186755222835,28.09105022869376,3.518318228971338,0.7966171092198555,38.65793509710518,3.382389875617989,0.4330127018922193,0.649519052838329,0.0,20.333333333333336,0.9190588235294118,1.122316211405923,6.031882987318359,15.409675925925924,7.916666666666667,8.25,0.4200980392156863,0.614102564102564,0.0261752136752136,11.05,1.4252902657624795,48.45986903592431,22.85577399818973,45.48331452394308,41.55645677757104,-2.3913663110263315,194.94000000000003,1.821906304376904,10.091815139714846,9,2.4849066497880004,1.9459101490553128,2.302585092994046,4.3694478524670215,18.46,1709.789823,0.34027,0.29603,0.8337,137.79,-0.26642,-1298.980071,0.31857,3.139027529
"1,3-diphenyltetramethyldisiloxane",C[Si](C)(O[Si](C)(C)c1ccccc1)c1ccccc1,-1.8358955341395824,0.7842343937152438,264.3469999999999,-1.1662337662337663,118.07044256122508,9.23,6.675185185185185,2.734270597127741,9.166759259259258,0,0,4.084919476896149,3.2276000000000016,88.20100000000005,1.2362476350793632,130.66666666666669,166.66666666666669,140.0,125.33333333333331,1054.0,1292.0,4164.081795,4920.162828000002,6481.871764999997,7009.246007999999,116.20888790667802,197.6121645381881,3.9608551641071967,101.56297060975608,7.096299219512194,5.482565853658537,156.46949027855555,104.09936766034326,16.822026865255104,2161.782198878049,595.0561081044704,1.7523631219512192,2.727902439024388,-1.7132659131469363,-2.108067102914929,1.7112569079945927,5.596831629455986,2.539008967325445,52.72639509458656,0.0707012492563949,2.1937290115561923,0.3983489831039682,28.089824425301497,3.511634909215647,0.7977529051871098,83.60881414737705,4.952144358750793,3.5667328025971656,1.7738866778102744,1.1933230649720483,25.666666666666668,0.9305365853658536,1.103059369167264,12.567295444418802,9.166759259259258,10.833333333333334,24.0,0.4674796747967479,0.6614035087719298,0.0,58.03,1.3549301604712414,55.552136579320894,28.907955283182048,68.45788961472279,58.38973644444852,-4.8927096223193765,243.79000000000008,1.9861590606079849,6.412697374854136,36,3.295836866004329,5.192262165207532,4.95318271934817,7.22434363500621,9.23,2858.97749,0.21421,0.17695,0.5209,200.94,-0.24246,-1277.04604,0.23409,4.27186125
"1,3-dimethyl-1,1,3,3-tetraphenyldisiloxane",C[Si](O[Si](C)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,-2.4408882905013867,0.4396521244318443,384.45700000000016,-2.726233766233765,175.45474674455986,9.23,7.447592592592592,5.210323129251702,4.68412037037037,0,0,5.627421853737428,3.782400000000002,128.625,1.3417922845846877,253.33333333333331,402.6666666666667,433.0,502.6666666666667,1418.0,1748.0,5610.787261000002,6699.760632000002,9628.544253000004,11268.377381999995,145.8763395260741,265.4983815690941,5.134455667789001,102.01431383636368,7.149586981818179,5.575367272727269,153.14296855305045,151.37463524130183,3.240844811753901,2544.5309052,590.430077339467,1.8423472000000003,3.177734545454541,-1.5877637024793354,-1.9898805950413228,1.4604834300197618,5.422193822633181,2.752266095296397,46.26419827636363,0.0588474710743801,1.9653347938378785,0.4151878274922094,28.08969447537619,3.511653606385456,0.7977439062840482,155.89450534192017,6.501980508452351,7.48716565078341,4.366912650091424,3.368234006863003,36.33333333333332,0.9394909090909094,1.0919275168673852,15.958689596142705,4.68412037037037,15.833333333333334,42.0,0.4975757575757575,0.6747126436781609,0.0,212.03,1.3009439800094451,71.5519189005195,30.209567882731683,98.70764436037491,90.7863458024345,-7.555954482569126,337.17000000000013,2.0538092356626665,6.775457882631814,104,3.80666248977032,6.022842082800238,6.044412721426077,8.638519940695986,9.23,5496.771914,0.11632,0.09203,0.7419,299.7,-0.24175,-1660.414946,0.22327,4.478882071
3-ethyl-6-methylpyridine,CCc1ccc(C)nc1,1.0766666666666669,0.5530661857438417,110.09499999999998,-0.85,55.7458774436333,12.89,0.0,0.0,4.130740740740741,0,0,1.8295157570260951,1.95242,38.35200000000001,1.2433285811286725,94.0,68.0,20.0,6.0,348.0,402.0,1361.4857209999996,1479.502969,1861.665023,1627.841257,28.411941953339,48.371127283943,4.5,68.07428604999998,7.221443400000001,5.6332450000000005,162.98445418983698,56.19999999999999,27.700000000000003,627.2197465499999,-42.34535916640426,0.3839541999999997,1.023119999999999,0.0823199999999978,0.0778049999999982,-0.3307503944999979,-4.745925226369945,2.81,31.36098732749999,0.0471127499999999,1.4411511058541264,0.987916903888738,14.029503786932402,3.1461269903605995,1.024856738047725,34.902918627517,3.2974439731183627,1.373773447853214,0.6868867239266072,0.1178511301977579,10.999999999999998,0.9454,1.128741565500031,8.08957578079347,4.130740740740741,4.4,11.0,0.5,0.7444444444444444,0.0,9.01,1.2192407046368487,24.38481409273697,25.60711795591869,32.11179793636082,18.740263538887017,-2.7017721864039244,109.80000000000004,1.94995493676381,1.9818921318211211,8,2.5649493574615367,4.385925275089539,3.876395827784995,5.579258016588463,12.89,596.8906698,0.95327,0.84731,1.9526,87.06,-0.24024,-366.099625,0.22279,4.488531801
ethyl trans-2-butenoate,C/C=C/C(=O)OCC,-0.2685185185185181,0.3970055975202387,104.06399999999998,-0.79,49.14942589717898,26.3,4.556527777777778,0.0,4.001481481481481,0,0,3.939391324476651,1.1256000000000002,31.446999999999985,1.103553390593274,86.0,62.0,27.0,5.0,354.0,348.0,1387.6813679999996,1274.619331,1449.903819,1184.8295459999997,22.46593704849,30.572282025943,6.222222222222222,77.09340933333331,7.729509333333335,6.133333333333334,165.60251268819388,74.44444444444444,29.024691358024683,663.856216,-133.53351663785318,1.8818559999999995,2.6448444444444426,0.0759135802469125,0.0524691358024688,-0.9949129543361102,-6.116843012839211,4.135802469135802,36.88090088888889,0.1580246913580246,1.2183033047713567,0.9879047638947892,16.01398077459137,3.5549233461126644,0.7415212564709021,52.95669149624628,2.712638492439803,0.2886751345948128,0.1443375672974064,0.0,10.333333333333332,0.9777777777777776,1.13862335422285,4.885505762520355,3.553888888888889,3.6666666666666665,6.75,0.5629629629629629,0.8916666666666666,0.0,7.02,1.3516441151533922,24.32959407276106,25.79833700890387,29.366066158745483,16.910611120726525,-0.7811652482807615,98.54,1.8323092619023569,3.628776611797186,1,2.302585092994046,1.6094379124341005,1.0986122886681098,4.060443010546419,26.3,613.7399821,1.047,0.82402,2.7195,71.24,-0.26333,-384.989797,0.22839,4.378475415
chlorotrifluorosilane,F[Si](F)(F)Cl,-5.638888888888888,0.3363326654625387,120.53300000000002,0.2968831168831168,32.783063262995164,0.0,30.77546296296296,0.0,0.0,0,0,1.2478424703198372,1.5693,14.931,0.8,9.679012345679013,0.0,0.0,0.0,728.0,616.0,3128.28769744931,2596.323711616,3103.2981527693105,0.0,36.264047,4.573527000000001,29.56049382716049,625.6575394898621,12.9293338,12.2933,229.05423883185995,49.03703703703704,-15.999999999999998,222.7814122053244,-344.49499302833374,2.6031152,3.3168000000000006,-2.250000000000001,-2.669956,-13.350254440000002,-42.586874843044,9.807407407407409,44.55628244106488,0.9094239999999998,13.623999670095994,0.4063898842957272,35.4516438128156,4.11735582745172,0.5517045714626257,13.092804107852007,1.804896549769388,0.0,0.0,0.0,9.666666666666668,1.3496,1.3034769943962417,2.6422205101855964,0.0,2.821428571428571,3.0,1.355714285714286,1.355714285714286,0.0,4.05,1.3709505944546687,6.854752972273344,37.907121258991374,26.334796813794185,26.334796813794185,-1.3892068162365991,52.95,1.7,8.5,0,1.6094379124341005,0.0,0.0,2.772588722239781,0.0,211.4107774,2.40638,2.40636,0.1833,25.72,-0.36549,-1049.469332,0.36189,2.763270607
chlorodifluorophosphine,FP(F)Cl,-3.148148148148147,0.4140663630702083,104.423,0.58,28.54531754867845,0.0,20.32716049382716,0.0,0.0,0,0,2.128932402234637,2.3911,14.989,0.8660254037844386,8.209876543209877,0.0,0.0,0.0,676.0,525.0,2937.955080732185,2274.9239010936767,1707.9261110297705,0.0,18.549798000000003,2.7387690000000005,24.728395061728392,734.4887701830462,12.6002125,11.468125,221.30950366325,40.1358024691358,-10.743827160493824,212.04130448741492,-36.68179506745405,1.4708249999999996,2.1734750000000003,-1.29390625,-1.4701562499999992,-3.606201000000001,-16.71411512409999,10.03395061728395,53.01032612185374,0.7588687499999996,8.879461662849998,0.5071462086948973,35.45270319736544,4.112862857417537,0.5501319696263566,11.118003101932066,1.5311629591625815,0.0,0.0,0.0,8.333333333333334,1.3090000000000002,1.2943687113131976,2.322875655532295,0.0,2.2857142857142856,2.25,1.3785714285714286,1.3785714285714286,0.0,3.04,1.5,6.0,42.712500000000006,25.0,25.0,-1.0931229405998852,47.080000000000005,1.6830127018922192,6.732050807568877,0,1.3862943611198906,0.0,0.0,2.3978952727983707,13.59,182.9826272,3.58277,2.77875,1.3492,30.0,-0.31246,-1001.322965,0.27568,3.62739408
"dimethyl 1,7-heptanedioate",COC(=O)CCCCCC(=O)OC,-0.1962332818930039,0.4651714339414395,172.09499999999997,-1.06,78.20892260210371,52.60000000000001,8.936949011085916,0.0,0.0,0,0,6.963737817291586,1.2829,47.117000000000026,1.1895512614944757,140.0,88.0,72.0,68.0,596.0,600.0,2338.5061169999994,2212.282067999998,2640.521220999999,2430.1975560000005,34.78672247758401,56.53630406933899,6.827586206896552,80.63814196551722,7.888514896551726,6.299655172413794,166.95299242786152,131.2413793103448,40.5945303210464,1116.8544711724142,-189.265053793434,3.630269793103448,4.984896551724137,0.1202653983353128,0.0544114149821631,-1.6219278606151482,-10.225480350600543,4.525564803804993,38.51222314387635,0.1868252080856123,1.1740588504059346,0.9966233683379097,16.016270506742888,3.558078750472629,0.7399384329041203,135.24674732634048,3.710084559172379,0.9855985596534887,0.6115114228601485,0.3455220308284976,17.000000000000004,0.9889655172413792,1.143443498626698,8.030904998661713,2.743615467792055,5.833333333333333,10.5,0.5850574712643678,0.935897435897436,0.0,12.04,1.3914525464040957,40.35212384571877,24.845582884190875,48.47792810551806,31.761087889239818,-2.0587786054423884,152.55000000000004,1.883207076497624,7.133715500286016,7,2.70805020110221,2.3978952727983707,2.302585092994046,4.762173934797756,52.60000000000001,2140.159005,0.2509,0.23627,2.5068,105.17,-0.26632,-653.311508,0.27691,3.611281644
