material or substance name,Validation,RDKit2D_MinEStateIndex,RDKit2D_qed,RDKit2D_HeavyAtomMolWt,RDKit2D_HallKierAlpha,RDKit2D_LabuteASA,RDKit2D_TPSA,RDKit2D_VSA_EState1,RDKit2D_VSA_EState3,RDKit2D_VSA_EState8,RDKit2D_NHOHCount,RDKit2D_NumHDonors,RDKit2D_Phi,RDKit2D_MolLogP,RDKit2D_MolMR,Mordred2D_SpMAD_A,Mordred2D_ATS1dv,Mordred2D_ATS3dv,Mordred2D_ATS4dv,Mordred2D_ATS5dv,Mordred2D_ATS0Z,Mordred2D_ATS1Z,Mordred2D_ATS0m,Mordred2D_ATS1m,Mordred2D_ATS2m,Mordred2D_ATS3m,Mordred2D_ATS0p,Mordred2D_ATS2p,Mordred2D_AATS0dv,Mordred2D_AATS0m,Mordred2D_AATS0se,Mordred2D_AATS0are,Mordred2D_AATS0i,Mordred2D_ATSC0dv,Mordred2D_ATSC1dv,Mordred2D_ATSC0m,Mordred2D_ATSC1v,Mordred2D_ATSC0se,Mordred2D_ATSC0pe,Mordred2D_ATSC1pe,Mordred2D_ATSC1are,Mordred2D_ATSC1p,Mordred2D_ATSC1i,Mordred2D_AATSC0dv,Mordred2D_AATSC0m,Mordred2D_AATSC0are,Mordred2D_AATSC0i,Mordred2D_BCUTdv-1l,Mordred2D_BCUTm-1h,Mordred2D_BCUTare-1h,Mordred2D_BCUTp-1l,Mordred2D_SpAbs_Dzp,Mordred2D_VR2_Dzp,Mordred2D_Xp-5d,Mordred2D_Xp-6d,Mordred2D_Xp-7d,Mordred2D_SZ,Mordred2D_Mare,Mordred2D_Mi,Mordred2D_SpMAD_Dt,Mordred2D_SsCH3,Mordred2D_ETA_alpha,Mordred2D_ETA_beta,Mordred2D_ETA_epsilon_1,Mordred2D_ETA_epsilon_5,Mordred2D_ETA_dEpsilon_D,Mordred2D_fragCpx,Mordred2D_IC0,Mordred2D_TIC0,Mordred2D_MIC5,Mordred2D_ZMIC0,Mordred2D_ZMIC1,Mordred2D_FilterItLogS,Mordred2D_VMcGowan,Mordred2D_AMID,Mordred2D_MID_h,Mordred2D_MPC6,Mordred2D_piPC1,Mordred2D_piPC5,Mordred2D_piPC6,Mordred2D_TpiPC10,Mordred2D_TopoPSA
DI-tert-BUTYL ETHER,0,-0.015625,0.4894765251444288,112.08699999999996,-0.04,58.40739105811268,9.23,5.625,0.0,12.406250000000002,0,0,2.285530620332268,2.6000000000000005,40.591,0.8818041744597038,72.0,24.0,9.0,0.0,370.0,420.0,1428.3701209999997,1467.840288000001,2399.0495169999976,1591.7257499999996,30.957436287282,55.60516986728199,2.740740740740741,52.90259707407407,7.207710962962965,5.532222222222223,167.71569892440672,59.18518518518518,35.89574759945129,800.2177742962963,-164.43822896117888,1.1226669629629624,1.9130962962962943,0.1381813443072686,0.1364060356652933,-1.099761891856072,-6.590658804408866,2.192043895747599,29.63769534430727,0.0704801097393689,1.1408974313535492,0.9871656836809134,16.004031533560216,3.520483688878354,0.7786684067559166,60.1586927571595,2.9177155746647068,0.0,0.0,0.0,12.333333333333332,0.9348148148148148,1.146184921722696,4.472515377822591,12.406250000000002,4.333333333333334,4.5,0.4617283950617288,0.7851851851851852,0.0,8.01,1.0860486123130382,29.323312532452032,12.343138055226314,33.38680559561979,29.125483356089823,-2.003707813874047,129.45,1.783224105885152,1.8838834764831844,0,2.19722457733622,0.0,0.0,3.828641396489095,9.23
DI-n-OCTYL ETHER,0,0.9871875,0.3537164874100302,208.17499999999995,-0.04,109.32692797328556,9.23,5.646725245653817,0.0,6.509338817395604,0,0,15.92244705882353,5.724000000000006,77.57100000000007,1.227064976795452,76.0,68.0,64.0,60.0,674.0,804.0,2598.7401130000003,2815.666663999999,3046.8019029999987,2894.751989999999,60.38244276486602,114.55128002097996,1.843137254901961,50.95568849019608,7.106426431372547,5.427647058823527,166.69335592288166,68.58823529411767,7.737024221453282,1446.1803520392157,-161.75728370321002,1.2635220392156856,2.5802352941176445,0.1455301038062303,0.147850826605151,-1.0656504057814091,-6.360171391489319,1.3448673587081896,28.356477490965013,0.0470665128796616,1.1776075871924336,0.9871436102075696,16.004019823822887,3.5198947146031045,0.7793142173870882,236.635540076023,4.092675508105368,1.603553390593274,1.0454951288348662,0.676776695296637,23.0,0.927843137254902,1.1425354912530628,11.765038473530026,4.534963817395605,8.333333333333332,8.5,0.4483660130718958,0.7450980392156861,0.0,16.01,1.025881487020289,52.31995583803474,21.78440497412944,64.5184584085813,53.910595388712814,-6.068176886922823,242.1699999999996,1.9310842565138129,1.99771177172802,11,2.833213344056216,2.5649493574615367,2.4849066497880004,4.890349128221754,9.23
DI-n-PENTYL ETHER,0,0.9697959183673468,0.491968362750448,136.10899999999998,-0.04,71.1372752869059,9.23,5.437777777777778,0.0,6.378248456790123,0,0,9.92378181818182,3.383400000000002,49.86900000000003,1.1992280204954822,52.0,44.0,40.0,28.0,446.0,516.0,1720.962619,1804.796882,1884.550681,1714.2116159999998,38.313687906678,68.425139151886,2.121212121212121,52.1503823939394,7.168578303030304,5.491818181818181,167.32070276472658,52.54545454545454,7.834710743801652,961.7462182424242,-163.3999281584979,1.1598402424242418,2.0817636363636347,0.1410776859504128,0.1408999081726346,-1.0865281913562168,-6.501206483183448,1.5922865013774103,29.143824795224976,0.061505968778696,1.1554812668885737,0.9871436103128652,16.004018068612268,3.519883793933164,0.7793175440645423,107.26920897959536,3.184555039774381,0.8535533905932737,0.5151650429449552,0.3017766952966368,15.0,0.932121212121212,1.1447749144957924,7.570616404823237,4.438656620055429,5.333333333333334,5.5,0.456565656565657,0.7696969696969697,0.0,10.01,1.064794829694994,35.138229379934806,19.104608181160337,41.1198975147443,31.783186383599062,-3.620148061686397,157.6299999999998,1.8935238389107425,1.9816941738241591,5,2.3978952727983707,1.9459101490553128,1.791759469228055,4.204692619390966,9.23
METHYL sec-BUTYL ETHER,1,0.435185185185185,0.4958658917288183,76.05399999999999,-0.04,39.31256471492286,9.23,4.899305555555555,0.0,4.16087962962963,0,0,3.140535483870968,1.4313,26.761999999999983,1.14982991426106,35.0,10.0,1.0,0.0,256.0,276.0,989.481374,962.405397,1037.0740049999995,874.1601599999998,19.923058858188,30.993112712490003,2.888888888888889,54.97118744444444,7.315325777777779,5.643333333333334,168.8019383635271,41.11111111111111,11.06172839506173,557.7912351111111,-167.30966572455696,1.0599671111111109,1.6534277777777766,0.1298459876543196,0.1235802469135788,-1.136506898945233,-6.839252287975803,2.2839506172839505,30.98840195061728,0.0946913580246913,1.0981922834346531,0.987633599195721,16.004542364230293,3.521913283808638,0.7770021216539862,32.36745020660196,2.309285064352569,0.0,0.0,0.0,8.333333333333332,0.9422222222222224,1.1500624415966814,3.5808015763682426,5.891203703703704,2.833333333333333,3.0,0.4759259259259259,0.8277777777777778,0.0,5.01,1.134969974603941,20.429459542870937,19.51022828169986,21.93297422770153,14.92949167644234,-1.13363707163951,87.1800000000001,1.7793084660333254,1.8177875644551755,0,1.791759469228055,0.0,0.0,3.091042453358316,9.23
METHYL tert-PENTYL ETHER,0,0.0833333333333334,0.5164549742275013,88.06499999999998,-0.04,45.67750682931947,9.23,5.086805555555555,0.0,6.267361111111111,0,0,2.300883749688861,1.8214,31.37899999999998,1.0851236148376608,48.0,12.0,1.0,0.0,294.0,324.0,1135.7776229999995,1130.8836940000003,1516.7945239999997,1314.9528500000004,23.601184667885992,39.82286775103699,2.857142857142857,54.08464871428569,7.269205142857144,5.595714285714287,168.33640717533268,47.809523809523824,19.99092970521541,638.6281311428573,-166.07615682407152,1.0823211428571426,1.741380952380951,0.1334848072562329,0.1291609977324246,-1.120695763043997,-6.732245356615676,2.276643990929706,30.41086338775511,0.0843990929705215,1.1169613566598673,0.98743188728688,16.00454595923597,3.522056759153089,0.7768500373512086,37.85758164385831,2.6368916920299057,0.0,0.0,0.0,9.666666666666664,0.9390476190476188,1.1484006473649733,3.734231764433988,8.006944444444445,3.333333333333333,3.5,0.46984126984127,0.8095238095238095,0.0,6.01,1.115520093581932,23.42592196522057,18.93029099516868,25.72285012800091,18.11666994879548,-1.547115888550464,101.27000000000012,1.777529117148975,1.8138009550107064,0,1.9459101490553128,0.0,0.0,3.367295829986474,9.23
tert-BUTYL ETHYL ETHER,0,0.0503472222222223,0.4904141269367242,88.06499999999998,-0.04,45.67750682931947,9.23,5.229166666666667,0.0,8.970486111111112,0,0,2.300883749688861,1.8214,31.37899999999998,0.960080890390064,50.0,10.0,3.0,0.0,294.0,324.0,1135.7776229999995,1130.8836940000003,1560.6744880000003,1018.8185319999998,23.601184667885992,38.95208407503699,2.857142857142857,54.08464871428569,7.269205142857144,5.595714285714287,168.33640717533268,47.80952380952382,21.99092970521541,638.6281311428573,-166.0761568240715,1.0823211428571426,1.7413809523809507,0.1334848072562329,0.1291609977324246,-1.120695763043997,-6.732245356615676,2.2766439909297054,30.41086338775511,0.0843990929705215,1.1169613566598673,0.9872282327095154,16.004024345300795,3.520196274208883,0.778969844220831,41.97515565613382,2.514273910018429,0.0,0.0,0.0,9.666666666666664,0.9390476190476188,1.1484006473649733,3.895789215582654,8.161458333333334,3.333333333333333,3.5,0.46984126984127,0.8095238095238095,0.0,6.01,1.115520093581932,23.42592196522057,16.957922728738787,25.72285012800091,20.579117675413467,-1.547115888550464,101.27000000000012,1.7784264837863708,1.8687184335382288,0,1.9459101490553128,0.0,0.0,3.367295829986474,9.23
METHYL n-PENTYL ETHER,0,0.9244444444444444,0.4918698876466746,88.06499999999998,-0.04,45.67750682931947,9.23,4.843888888888889,0.0,3.114583333333333,0,0,5.925942857142856,1.823,31.400999999999986,1.1506684263216709,32.0,20.0,16.0,8.0,294.0,324.0,1135.7776229999995,1130.883694,1065.8365689999996,893.4270719999998,23.601184667885992,38.54516224848999,2.571428571428572,54.08464871428569,7.269205142857144,5.595714285714287,168.33640717533268,41.809523809523824,3.9909297052154207,638.6281311428573,-166.07615682407152,1.0823211428571426,1.741380952380951,0.1334848072562329,0.1291609977324246,-1.120695763043997,-6.732245356615676,1.99092970521542,30.41086338775511,0.0843990929705215,1.1169613566598673,0.9878641402688448,16.004539358195757,3.5217766938407755,0.777149672784536,45.07754078219187,2.499624931888288,0.3535533905932738,0.1767766952966369,0.0,9.666666666666664,0.9390476190476188,1.1484006473649733,4.750109229016721,3.935833333333333,3.333333333333333,3.5,0.46984126984127,0.8095238095238095,0.0,6.01,1.115520093581932,23.42592196522057,20.530664957281136,25.72285012800091,18.11666994879548,-1.938375888550464,101.27000000000012,1.8333983967282672,1.8444004775053533,1,1.9459101490553128,1.0986122886681098,0.6931471805599453,3.367295829986474,9.23
ETHYL tert-PENTYL ETHER,0,0.092013888888889,0.5490048846455657,100.07599999999998,-0.04,52.04244894371607,9.23,5.378472222222222,0.0,9.195347222222225,0,0,3.064141525829081,2.2115,35.99599999999999,1.064907300215855,56.0,20.0,6.0,1.0,332.0,372.0,1282.073872,1299.361991000001,1754.3830250000003,1501.5872429999995,27.279310477584,46.63977421988599,2.6666666666666665,53.419744666666666,7.234614666666668,5.56,167.98725878418682,50.5,23.9375,719.4334713333333,-165.15387308807271,1.103039333333333,1.8277624999999984,0.1361484374999989,0.1332638888888889,-1.1088996981551114,-6.65244973027338,2.1041666666666665,29.976394638888888,0.0765972222222221,1.130578589400992,0.9871737173453836,16.004024215847682,3.5201789671870904,0.7789937813205505,50.85581480654392,2.7708960889971834,0.1767766952966369,0.0,0.0,11.0,0.9366666666666668,1.1471543016911925,4.360661473435619,8.375069444444446,3.8333333333333335,4.0,0.465277777777778,0.7958333333333334,0.0,7.01,1.0994839817876882,26.38761556290452,19.979886501044923,29.54361367989456,21.546492719691543,-1.9730870385751995,115.36000000000008,1.803882575153672,1.8870242597140696,0,2.079441541679836,0.6931471805599453,0.0,3.610917912644224,9.23
METHYLAL,0,0.3888888888888888,0.438396251878539,68.031,-0.08,31.69622571563653,18.46,8.9375,0.0,0.3888888888888888,0,0,3.8572800000000007,0.2367,18.885,1.092820323027551,36.0,12.0,1.0,0.0,244.0,240.0,952.8568770000002,865.5126599999999,712.8786110000001,505.3988579999999,13.210011238792,14.680974193942996,6.0,73.29668284615386,7.928668615384614,6.305384615384616,171.58668123607634,58.30769230769232,4.946745562130176,507.4377212307693,-221.73218685452213,1.8124209230769224,2.4841692307692287,0.1335053254437859,0.0605917159763311,-1.867402251303764,-11.74110753574397,4.485207100591716,39.03367086390533,0.208284023668639,0.9737631115323068,0.9966249281932176,16.00808968542602,3.532361172739771,0.7672659793393192,36.03482582358828,1.968660924544296,0.0,0.0,0.0,7.000000000000001,0.987692307692308,1.1599946715451632,3.3152863007600737,3.173611111111111,2.1666666666666665,3.0,0.5717948717948717,1.0066666666666666,0.0,4.02,1.3346791410515946,17.35082883367073,15.99346978058345,18.882921744786263,16.78887726813674,-0.4111032542586095,64.87000000000006,1.769974746830583,3.633883476483184,0,1.6094379124341005,0.0,0.0,2.772588722239781,18.46
ACETAL,0,-0.0370370370370374,0.5194244977918702,104.06399999999998,-0.08,50.791052058826345,18.46,10.12,0.0,7.250370370370371,0,0,5.013863583815027,1.4054,32.713999999999984,1.103553390593274,67.0,34.0,18.0,4.0,358.0,384.0,1391.7456239999992,1370.9475510000009,1590.590087,1242.7918539999996,24.244388667886,35.267334209339,4.181818181818182,63.26116472727269,7.545682909090913,5.898181818181819,169.1143562038403,70.0,24.0,756.9471250909091,-219.98664721842624,1.9756974545454544,2.856727272727272,0.2323239669421444,0.189999999999997,-1.759795037401656,-10.924615675681892,3.1818181818181817,34.40668750413224,0.138181818181818,1.086651344512991,0.9872344201224308,16.007572957819157,3.530788399958193,0.7691233503182519,70.63409667898776,2.69731860052054,0.2886751345948128,0.1443375672974064,0.0,10.999999999999996,0.9599999999999996,1.1511727121754385,4.885505762520355,5.803611111111112,3.6666666666666665,4.5,0.5151515151515155,0.8916666666666667,0.0,7.02,1.2406705316766884,27.294751696887143,19.02113687079722,29.24518971799545,22.886960238754725,-1.32901139470886,107.14000000000011,1.8323092619023569,3.806429506551532,1,2.079441541679836,1.0986122886681098,0.6931471805599453,3.610917912644224,18.46
ISOPROPYL ISOBUTYL ETHER,0,0.3864814814814812,0.5481527942391915,100.07599999999998,-0.04,52.04244894371607,9.23,5.3032407407407405,0.0,9.312685185185186,0,0,3.882385929648241,2.0674,35.925999999999995,1.0590169943749477,48.0,25.0,12.0,4.0,332.0,372.0,1282.073872,1299.361991000001,1589.4370520000002,1246.911381,27.279310477584,46.50413361103698,2.583333333333333,53.419744666666666,7.234614666666668,5.56,167.98725878418682,48.5,15.9375,719.4334713333333,-165.1538730880727,1.103039333333333,1.8277624999999984,0.1361484374999989,0.1332638888888889,-1.1088996981551114,-6.652449730273381,2.020833333333333,29.976394638888888,0.0765972222222221,1.130578589400992,0.9871533974944764,16.004020954356122,3.520040703675896,0.7791411366401815,55.74738256556441,2.65983803887786,0.6666666666666666,0.0,0.0,11.0,0.9366666666666668,1.1471543016911925,4.777871123438915,8.426111111111112,3.8333333333333335,4.0,0.465277777777778,0.7958333333333334,0.0,7.01,1.0994839817876882,26.38761556290452,18.81096983437825,29.54361367989456,21.546492719691543,-1.6167470385751992,115.36000000000008,1.8127400889205216,1.9097396084411715,0,2.079441541679836,1.6094379124341005,0.0,3.610917912644224,9.23
ETHYL ISOBUTYL ETHER,0,0.6805092592592591,0.5264669409384289,88.06499999999998,-0.04,45.67750682931947,9.23,5.094907407407407,0.0,8.057916666666667,0,0,4.104197890699904,1.6789,31.33099999999998,1.1039152300446493,38.0,20.0,7.0,2.0,294.0,324.0,1135.7776229999995,1130.8836940000003,1230.782542,993.730844,23.601184667885992,38.68080285733899,2.6666666666666665,54.08464871428569,7.269205142857144,5.595714285714287,168.33640717533268,43.809523809523824,9.990929705215418,638.6281311428573,-166.07615682407152,1.0823211428571426,1.7413809523809507,0.1334848072562329,0.1291609977324246,-1.120695763043997,-6.732245356615676,2.086167800453516,30.41086338775511,0.0843990929705215,1.1169613566598673,0.9872007122562564,16.004017366605705,3.5198991601730416,0.7792907605733503,45.51600009675808,2.4578424024968606,0.408248290463863,0.0,0.0,9.666666666666664,0.9390476190476188,1.1484006473649733,4.401361961236996,6.313194444444445,3.333333333333333,3.5,0.46984126984127,0.8095238095238095,0.0,6.01,1.115520093581932,23.42592196522057,19.062525595272525,25.72285012800091,19.483708476097625,-1.564575888550464,101.27000000000012,1.810052182209592,1.8966898981103608,0,1.9459101490553128,1.0986122886681098,0.0,3.367295829986474,9.23
"1,2-EPOXY-3-PHENOXYPROPANE",1,0.3427834467120179,0.6083512085150311,140.09699999999998,-1.02,65.74748876817131,21.76,10.41012495275888,0.0,1.5385385959939533,0,0,1.7756347091269082,1.4641999999999995,41.67700000000003,1.3532252143993846,138.0,138.0,80.0,72.0,462.0,540.0,1820.473731,2043.839804,2199.149420000001,1980.5215739999992,30.83263704849,49.048334699698,7.142857142857143,86.68922528571426,7.702510285714288,6.15,160.05849031702334,81.23809523809521,12.798185941043087,746.5150962857142,-31.08306102914881,1.882460571428571,2.668323809523808,0.1524988662131498,0.0975056689342385,-0.658796572324486,-4.518991080022957,3.8684807256235816,35.548337918367345,0.1358276643990929,1.3426112511890915,1.979306410465248,16.00525546460515,3.5237065024224687,0.7780084143423052,85.40156407263336,3.760379089328026,1.6872873928263243,0.8779307855836027,0.5187287392826324,13.33333333333333,0.9809523809523808,1.1188200179052998,9.801627244559848,0.0,5.166666666666666,13.5,0.5825396825396828,0.8393939393939394,0.0,34.02,1.3566695198333112,28.490059916499536,31.218716838126,38.555990813694,29.45135102679881,-1.827536999638267,114.79000000000002,1.999974465279597,3.89700253718312,14,2.772588722239781,4.329910633534867,3.872502247265863,6.067557155710157,21.76
TRIETHYL ORTHOFORMATE,0,-0.4722222222222227,0.5324629796952653,132.07399999999998,-0.12,62.26953940272983,27.69,15.235,0.0,7.098333333333333,0,0,6.908701261261262,1.3795,38.666,1.1475480071845203,96.0,81.0,48.0,12.0,460.0,492.0,1794.009874,1779.4897050000009,2116.1303489999987,1858.172168999999,28.565718477584,41.16576338218799,5.076923076923077,69.00037976923076,7.705160923076925,6.0746153846153845,169.3306454779032,97.38461538461542,32.36094674556212,949.247073846154,-272.7251746728744,2.8502479999999992,4.006111538461536,0.2881889053254418,0.2028994082840228,-2.3832247181440005,-15.028857939524404,3.745562130177516,36.509502840236685,0.1659763313609466,1.078478343598135,0.9872344201224306,16.011114655680586,3.5410849277517884,0.7596104819066526,109.46103769165754,3.139030334234085,0.8660254037844386,0.4330127018922193,0.0,13.666666666666664,0.9723076923076922,1.1519413610376552,5.7749263428221616,5.723333333333334,4.5,6.0,0.5423076923076927,0.93,0.0,9.03,1.300194642888527,33.8050607151017,17.766453906400606,36.9305329825731,29.55004251109825,-1.5058138498127946,127.09999999999997,1.8669940610208973,5.819479216882342,3,2.302585092994046,1.9459101490553128,1.3862943611198906,4.02535169073515,27.69
METHYL HYDROPEROXIDE,0,1.1805555555555556,0.3106153430492369,44.009,-0.08,18.57632532527075,29.46,0.0,7.069444444444445,0.0,1,1,1.8688,0.1058,9.6378,0.9428090415820632,36.0,0.0,0.0,0.0,168.0,138.0,660.2643790000002,500.580246,259.72014899999994,60.488064,5.853759619396001,4.812250658547001,8.857142857142858,94.32348271428576,8.731114857142856,7.15857142857143,176.766790827428,41.42857142857142,9.061224489795917,330.558996,-102.89576873116962,1.538077714285714,2.053571428571428,0.3810244897959196,0.458367346938776,-0.4759715327670205,-2.444107348825171,5.918367346938775,47.22271371428571,0.3240816326530611,0.6732387011099584,0.9975806671214986,16.11051263484645,3.615655312292082,0.6857924107436127,18.40359667736073,1.2567844817841325,0.0,0.0,0.0,4.333333333333333,1.0457142857142856,1.1784787768912526,1.8213672050459184,1.1805555555555556,1.1666666666666663,1.25,0.6904761904761904,0.9833333333333332,0.2277777777777778,2.02,1.3787834934861751,9.651484454403228,18.582173029769795,12.513880827301517,10.795813571336131,0.7852778621133383,36.69000000000001,1.6380711874576983,3.310660171779821,0,1.0986122886681098,0.0,0.0,1.9459101490553128,29.46
ETHYL HYDROPEROXIDE,0,0.375,0.3536862909385407,56.02,-0.08,24.94126743966736,29.46,0.0,7.375,2.083333333333333,1,1,2.8616,0.4959,14.2548,1.118033988749895,44.0,5.0,0.0,0.0,206.0,186.0,806.5606280000001,669.0585429999999,497.30865,291.0024209999999,9.531885429094,11.629157127395995,6.6,80.6560628,8.2095248,6.604000000000001,173.39971959304938,46.4,14.04,421.3169656,-100.50295321189638,1.7116576,2.3089599999999986,0.5365360000000007,0.6596,-0.3235401199856403,-1.2806698624716228,4.64,42.13169656,0.2535999999999999,0.878435057247759,0.9880234207787302,16.110253735302013,3.6147338688517,0.6868323778957323,26.60286452896515,1.636701959167877,0.0,0.0,0.0,5.666666666666667,1.0080000000000002,1.1664641084162946,2.581138830084191,1.7083333333333337,1.6666666666666663,1.75,0.6133333333333332,0.9266666666666664,0.1566666666666667,3.02,1.3709505944546687,13.709505944546688,19.937650639128805,15.65587347036757,12.133591475173352,0.330726512374442,50.78000000000005,1.7178300858899105,3.435660171779821,0,1.3862943611198906,0.0,0.0,2.3978952727983707,29.46
"3,5-DIMETHYLBENZOFURAN",0,0.9797222222222224,0.5563746217654227,136.10899999999998,-1.2399999999999998,65.63728114410222,13.14,5.303657407407408,1.226851851851852,4.149953703703703,0,0,1.248981266878597,3.049640000000001,45.68800000000002,1.283589630578897,151.0,139.0,72.0,13.0,434.0,516.0,1708.769850999999,1948.040068,2775.805181,2471.110466,32.97833304849,60.741141445094,6.571428571428571,81.36999290476187,7.425786476190479,5.864285714285716,157.26530318785666,76.28571428571428,37.367346938775526,691.092530952381,11.545417701303464,1.0426038095238097,1.6927142857142845,0.126061224489794,0.1043083900226733,-0.1811223354990905,-1.387556003339201,3.6326530612244894,32.90916814058957,0.0814058956916099,1.365725541529228,0.9950171330857428,16.010291046400734,3.544897941729353,0.7512918264092825,42.10551552823965,3.9574374733634814,2.535803046262161,1.3743828855623357,0.7798085373981742,12.999999999999998,0.9619047619047616,1.1088492525150515,12.79248344071862,4.149953703703703,5.333333333333334,14.5,0.5460317460317464,0.7696969696969697,0.0,34.01,1.2285763800288916,25.800103980606725,30.120125643535363,37.3529080431528,25.33192909691775,-3.433431721320866,118.71000000000004,2.025898260545996,2.02524356849979,25,2.8903717578961645,5.332114746131327,5.512609358138929,7.359900191094717,13.14
"1,2-EPOXY-2-METHYLPROPANE",0,0.25,0.3853895193029141,64.043,-0.04,31.941791446997023,12.53,4.895833333333333,0.0,5.104166666666666,0,0,0.3462511014466073,0.7952,20.030999999999995,1.1254426010593324,52.0,0.0,0.0,0.0,216.0,252.0,841.1529970000001,913.977045,953.343477,290.47536,15.355707238792,24.135560785943,4.461538461538462,64.70407669230771,7.48165323076923,5.843846153846155,167.07460971973018,42.92307692307693,19.692307692307686,441.1976547692306,-56.84338353766884,1.006116923076923,1.4914769230769225,0.1307615384615389,0.1076923076923079,-0.5938225698461546,-3.820079871423044,3.3017751479289945,33.93828113609466,0.1207100591715975,1.16674687429562,0.99293589494332,16.004144676872826,3.5220322229197425,0.7815240302604742,16.539929126921947,2.499299328252444,0.0,0.0,0.0,6.666666666666668,0.9569230769230772,1.1438880505301472,3.603096499895496,4.152777777777778,2.333333333333333,3.0,0.5128205128205127,0.8533333333333333,0.0,5.01,1.2389012566026305,16.105716335834195,17.319673350126013,18.28260558828488,14.126729966095228,-0.7950723521091481,62.23000000000008,1.7992640687119283,1.8428300858899107,0,1.791759469228055,0.0,0.0,3.1354942159291497,12.53
ETHYLENE OXIDE,0,1.0,0.3490215851763434,40.021,-0.04,19.21190721820381,12.53,4.5,0.0,2.0,0,0,0.0891896156200027,0.0166,10.819,1.3333333333333333,28.0,0.0,0.0,0.0,140.0,156.0,548.5604990000002,577.0204509999999,114.968448,4.064256,7.999455619396,7.482474993697998,6.285714285714286,78.36578557142859,7.900943428571428,6.3014285714285725,168.387229439928,29.71428571428572,2.2857142857142847,271.3223834285714,-55.24376146798141,0.9071474285714284,1.244942857142857,0.064842857142858,0.0285714285714289,-0.6052226719999999,-3.9442873850714175,4.244897959183674,38.76034048979592,0.1934693877551019,1.1194859055181212,1.8999999999999968,16.004137245039452,3.521699056602834,0.7817619609747792,7.246882793017455,1.7320508075688774,0.0,0.0,0.0,3.999999999999999,0.9885714285714284,1.1485664807205087,2.6666666666666665,0.0,1.3333333333333333,2.0,0.5809523809523808,0.9555555555555554,0.0,3.01,1.3787834934861751,9.651484454403228,13.083772340200518,11.250433751252142,11.250433751252142,0.0635142314700277,34.050000000000004,1.75,1.75,0,1.3862943611198906,0.0,0.0,2.302585092994046,12.53
"1,2-PROPYLENE OXIDE",0,0.5833333333333331,0.3672874408817204,52.032,-0.04,25.57684933260041,12.53,4.708333333333334,0.0,3.0416666666666665,0,0,0.2556635091813032,0.4051,15.414,1.2405971520460075,39.0,0.0,0.0,0.0,178.0,204.0,694.856748,745.498748,473.622958,113.996736,11.677581429094,15.305805747395995,5.0,69.4856748,7.6284048,6.004,167.53402662179943,35.599999999999994,10.199999999999996,357.5281080000001,-56.28351581327839,0.9667343999999995,1.380689999999999,0.1076900000000002,0.0800000000000001,-0.5978126055999996,-3.863552501199982,3.56,35.752810800000006,0.1475999999999999,1.1508369018627589,0.9939448835702916,16.004140957208325,3.5218635823858,0.7816446843616209,12.000554635546273,2.12374870942326,0.0,0.0,0.0,5.333333333333334,0.9680000000000002,1.1455255010967735,3.298860685763468,2.055555555555556,1.8333333333333333,2.5,0.5366666666666665,0.8916666666666666,0.0,4.01,1.295461844238322,12.954618442383218,18.61286571488772,14.690232823405744,11.290089185705485,-0.1468039322419945,48.14000000000004,1.7939671471086072,1.816296246477868,0,1.6094379124341005,0.0,0.0,2.772588722239781,12.53
"1,3-PROPYLENE OXIDE",1,1.0,0.3916450287186053,52.032,-0.04,25.576849332600418,9.23,4.722222222222222,0.0,2.0,0,0,0.4010899007419363,0.4067,15.436000000000003,1.0000000000000002,32.0,0.0,0.0,0.0,178.0,204.0,694.856748,745.4987479999999,500.8409739999999,88.81084800000001,11.677581429094,16.509505138546995,4.8,69.4856748,7.6284048,6.004,167.53402662179943,33.599999999999994,3.1999999999999984,357.5281080000001,-56.28351581327837,0.9667343999999995,1.380689999999999,0.1076900000000002,0.0800000000000001,-0.5978126055999996,-3.8635525011999823,3.3599999999999994,35.752810800000006,0.1475999999999999,1.1508369018627589,1.856686181897627,16.00401905329236,3.520051351351435,0.7790488430324368,11.836843684194717,2.006132179601824,0.0,0.0,0.0,5.333333333333334,0.9680000000000002,1.1455255010967735,3.999999999999999,0.0,1.8333333333333333,2.5,0.5366666666666665,0.8916666666666666,0.0,4.01,1.295461844238322,12.954618442383218,15.8835583751058,14.690232823405744,12.87640289957032,-0.2690639322419946,48.14000000000004,1.875,1.875,0,1.6094379124341005,0.0,0.0,2.833213344056216,9.23
