material or substance name,Validation,RDKit2D_MinEStateIndex,RDKit2D_qed,RDKit2D_SPS,RDKit2D_BalabanJ,RDKit2D_Chi0n,RDKit2D_Kappa1,RDKit2D_Kappa3,RDKit2D_VSA_EState3,RDKit2D_VSA_EState8,RDKit2D_NHOHCount,RDKit2D_NumHDonors,RDKit2D_Phi,RDKit2D_MolLogP,PubChemFP_fp_0,PubChemFP_fp_9,Mordred2D_nAtom,Mordred2D_ATS0se,Mordred2D_ATS2se,Mordred2D_ATS6se,Mordred2D_ATS0are,Mordred2D_ATS5p,Mordred2D_ATS6p,Mordred2D_ATS0i,Mordred2D_ATS2i,Mordred2D_ATS6i,Mordred2D_AATS0v,Mordred2D_ATSC1dv,Mordred2D_ATSC2dv,Mordred2D_ATSC0v,Mordred2D_ATSC1v,Mordred2D_ATSC1pe,Mordred2D_ATSC1are,Mordred2D_ATSC1p,Mordred2D_ATSC0i,Mordred2D_AATSC0i,Mordred2D_BCUTdv-1l,Mordred2D_BCUTse-1l,Mordred2D_BCUTare-1l,Mordred2D_BalabanJ,Mordred2D_SpMAD_DzZ,Mordred2D_SpAbs_Dzse,Mordred2D_SpMAD_Dzse,Mordred2D_SpMAD_Dzpe,Mordred2D_SpMAD_Dzare,Mordred2D_SpAbs_Dzi,Mordred2D_SpDiam_Dzi,Mordred2D_SpMAD_Dzi,Mordred2D_Sse,Mordred2D_Spe,Mordred2D_Sare,Mordred2D_Sp,Mordred2D_Si,Mordred2D_SsCH3,Mordred2D_ETA_dEpsilon_D,Mordred2D_fMF,Mordred2D_CIC0,Mordred2D_ZMIC1,Mordred2D_FilterItLogS,Mordred2D_VMcGowan,Mordred2D_AMID_h,Mordred2D_MID_C,Mordred2D_AMID_O,Mordred2D_apol,Mordred2D_bpol,Mordred2D_TopoPSA
MERCURY DICHLORIDE,0,-1.1388888888888886,0.584019120043322,3.333333333333333,1.6329931618554523,1.463035727205002,4.515064935064933,3.515064935064933,0.0,0.0,0,0,5.290248810929325,1.3765,0,0,3,28.969275000000003,12.075625,0.0,18.0914,0.0,0.0,445.2602618838,168.1594278169,0.0,1055.2393694923237,-0.2512039472116432,0.0628009868029108,384.0823122871891,-256.054874858126,-0.5980444444444446,-0.8587111111111113,-3.5847111111111096,4.267705211266666,1.4225684037555553,-0.0049057846537666,2.176379184064103,1.4228147609217652,1.6329931618554523,0.1275726744139804,5.477094041723452,1.8444250459496097,1.918363970492292,2.876597931103554,5.112973253839366,4.390653549248128,1.7248233832204918,3.330298616168973,3.262745098039216,2.8400000000000003,5.616766467065869,3.230176815893005,0.0,0.0,0.0,0.6666666666666665,55.52481670224371,-1.804704197976008,74.73,1.6380711874576983,0.0,0.0,9.38,5.679999999999999,0.0
METHYL SILANE,0,1.3055555555555556,0.3195182698336891,4.5,1.0,2.0,2.216883116883116,2.8276615599968875,0.0,2.138888888888889,0,0,1.3488438185191394,-0.6001000000000001,3,0,8,52.422344,78.288768,0.0,38.3176,0.0,0.0,1302.750155057894,1901.4240227869143,0.0,264.35857332763334,-0.371141975308642,-0.2314814814814815,1037.841207291381,-409.9222191388736,-0.1059765624999999,-0.148,-8.564483108977566,27.558544688013484,3.444818086001685,0.0977009233877343,2.118710655913313,1.7243991911029504,1.0,0.5150787536377127,2.584449148778903,1.2922245743894516,1.352961765966136,1.4532845337561953,2.788889660282785,2.788889660282785,1.3944448301413923,7.442097596504006,6.921568627450981,6.976000000000001,6.707040718562874,8.969799916520873,2.138888888888889,0.0149999999999999,0.0,1.938721875540867,10.6838343733774,-0.1450173224493737,49.52000000000003,0.75,1.5,0.0,11.200758,21.459242,0.0
DIMETHYL SILANE,0,0.4166666666666666,0.3515224894683956,6.0,1.6329931618554523,2.7071067811865475,3.2168831168831167,2.216883116883112,0.0,4.527777777777778,0,0,2.377151290268172,0.2513999999999999,6,0,11,73.399788,116.290468,0.0,54.24760000000001,0.0,0.0,1799.379815196392,2698.8090461167826,0.0,236.4139070211143,-0.9431690643811858,0.2531374349556168,1190.2240327519069,-126.46253163932349,-0.25495867768595,-0.2815074380165288,-3.502869020416001,31.285041549939617,2.844094686358147,0.1922977357101785,2.1005639679706163,1.7094279260275629,1.6329931618554523,0.7643395819245086,7.187996640001307,2.3644013329679026,2.474973841437905,2.656483161604554,7.777667551284652,6.460854512472034,2.550183943996387,10.32993445010925,9.647058823529411,9.736,8.505595209580838,12.38508956244505,4.527777777777778,0.0599999999999999,0.0,2.363636363636364,13.5251832934316,-0.5838596861170798,63.61000000000007,0.5690355937288492,3.2071067811865475,0.0,14.204344000000004,23.465656,0.0
TRIMETHYL SILANE,0,-0.138888888888889,0.3774254920501418,9.0,2.3237900077244498,3.5773502691896257,4.216883116883117,69.78933103541726,0.0,6.916666666666666,0,0,1.6105784454968504,1.1029,9,0,14,94.377232,154.315884,0.0,70.17760000000003,0.0,0.0,2296.0094753348903,3501.6609821351003,0.0,220.445526274532,-1.437641723356009,1.5034013605442165,1341.6220511405563,152.55990570330408,-0.4384056122448972,-0.4564734693877544,1.0384451652811235,34.976443382025685,2.4983173844304063,0.2828566125129608,2.0833821472729697,1.6950176059976194,2.3237900077244498,1.0,12.151241571860776,3.0022631525535943,3.140283937113052,3.3666992051551485,13.127162591180149,9.135602032419785,3.234122253059229,13.217771303714493,12.372549019607847,12.496000000000004,10.3041497005988,15.800379208369224,6.916666666666666,0.0425,0.0,2.712440603645507,16.339381296633636,-1.0115836466129635,77.70000000000007,0.4665063509461097,4.866025403784438,0.0,17.20793,25.47207,0.0
TRIMETHYLCHLOROSILANE,0,-1.1388888888888888,0.3292950602436494,12.0,3.0237157840738176,3.8779644730092273,5.506883116883117,110.23736248627436,0.0,6.275462962962964,0,0,1.4418122822682586,2.0601,9,0,14,99.73439299999998,161.59003800000005,0.0,73.34650000000002,0.0,0.0,2279.2512511275413,3480.3515512634003,0.0,254.2231844161149,-1.528344671201814,2.891912320483747,1417.4376623887867,415.2750696599102,-0.8927403061224486,-0.8105270408163261,5.711405434220573,34.22299064734034,2.444499331952881,0.3593161220543701,2.0754570078576604,1.685074194150909,3.0237157840738176,1.016746975216993,16.211097231215227,3.233268196167334,3.395086911621515,3.7084742814232414,17.90054817988743,11.588125283071143,3.550147286542561,13.539329934450109,12.74901960784314,12.748000000000005,11.210261676646706,15.744358232018683,6.275462962962964,0.0,0.0,2.377443751081734,20.69064406469947,-1.6964060933452094,89.94000000000005,0.725,4.875,0.0,18.721136999999995,23.958863,0.0
DIMETHYLDICHLOROSILANE,0,-1.6666666666666663,0.346993152722511,12.0,3.0237157840738176,3.2559289460184546,5.796883116883116,59.090616299043575,0.0,2.0478395061728403,0,0,1.7354756662032245,2.1658,6,0,11,84.11411,131.346501,0.0,60.58540000000001,0.0,0.0,1765.863366781694,2653.6382474138336,0.0,322.39340047241626,-1.2186511580450972,2.2477298234873992,1268.1972149844555,367.9394531940542,-1.0835735537190083,-0.9252528925619832,5.125784905995342,29.614100377402707,2.692190943400246,0.3509907708237927,2.084205037489548,1.6891045644092777,3.0237157840738176,0.797505092031972,15.211157841695805,3.058454418982875,3.22687337685286,3.599463235949807,17.23027145505801,11.318817376954152,3.4318912510881305,10.973051711580482,10.400000000000002,10.240000000000004,10.317819161676647,12.273047609743967,3.7145061728395055,0.0,0.0,1.773615909484267,27.8346036200486,-1.95192499001388,88.09000000000006,1.05,3.25,0.0,17.230757999999998,20.439242,0.0
DECAMETHYLCYCLOPENTASILOXANE,0,-2.2611882716049383,0.6097145030780422,31.5,3.150538530787341,14.541241452319316,18.93229817878161,6.332486608143111,0.0,20.78168619299572,0,0,5.212925456921924,3.5920000000000023,30,0,50,366.57288,695.7988600000001,1792.97444,284.088,372.58869636,370.44364027282,8074.97898475197,13833.37844762917,44005.50712036922,275.4776265334754,-25.18518518518519,181.38518518518515,5567.366850017748,825.2783657535633,-6.770799999999999,-8.598399999999998,-17.290891847999987,151.9674148238979,3.039348296477958,0.3986424107800316,2.0779581735652712,1.6898631903654862,3.150538530787341,2.553772462254254,148.0721360773789,7.399121413484712,7.664741585300568,8.01979330704342,169.81797416695343,109.81915491480872,8.44722059415182,48.86380189366351,46.352941176470594,46.88,40.9364011976048,55.89592994858041,20.78168619299572,0.0,0.2,4.072905595320056,77.66972687740105,-2.9139747329097205,293.10000000000025,1.0351532143616542,17.198466090536026,0.4877299098348528,68.36378999999997,115.9762100000001,46.150000000000006
DODECAMETHYLCYCLOHEXASILOXANE,0,-2.379918981481482,0.5188097194826649,31.5,3.240339766523185,17.44948974278318,23.101200863270385,8.17155377666074,0.0,24.815468159486024,0,0,6.642562566111338,4.310400000000003,36,0,60,439.88745599999993,834.9586320000005,2325.744216,340.90559999999994,473.7167956319998,554.2767603273836,9689.974781702364,16600.054137155003,55402.4320032978,275.4776265334753,-30.22222222222224,217.66222222222228,6680.840220021299,990.334038904276,-8.124959999999994,-10.318079999999997,-20.74907021760002,182.36089778867748,3.039348296477958,0.3986162487031032,2.078226685153074,1.690218287556258,3.240339766523185,2.902423052361625,203.1726985507692,8.459191531069798,8.760219170890844,9.154448380615191,233.81660050417395,152.22919487952075,9.703318422089046,58.63656227239622,55.62352941176471,56.25600000000001,49.12368143712576,67.0751159382965,24.815468159486024,0.0,0.2,4.33594000115385,93.20367225288126,-3.4676609012724624,351.720000000001,1.035184194740162,20.638590257140045,0.4877429340259935,82.03654799999997,139.1714520000001,55.38000000000001
DIPHENYLDICHLOROSILANE,0,-2.51108024691358,0.5699599765916368,11.333333333333334,2.4421865107195657,8.029431637914714,10.74469557815242,2.253007548170649,2.054691358024692,-2.51108024691358,0,0,3.1481010225208905,2.720600000000001,10,0,25,186.393126,314.10816500000016,251.34416,142.4454,76.59598383939601,49.94788415939599,3773.47753577869,5830.1760768169015,5215.589625249557,316.2332560165438,3.07358024691358,-30.0083950617284,1933.691917514808,374.3054282017714,-1.0078041600000007,-0.7689440000000007,6.366108944455846,47.71874724665396,1.908749889866158,0.3785037520869454,2.08685202346577,1.6923333259723838,1.957366769840966,3.698459969104816,84.50144863083541,5.641240910884148,5.785712149671865,6.069720272809009,88.91129964710947,67.68221810587394,5.9247971913029485,24.74872541879097,23.850980392156863,23.76,21.91492814371258,27.10362690159232,0.0,0.0,0.52,3.1295532383011,53.02393690149097,-4.74104521241772,181.4699999999997,0.3827131018814833,24.418498147464,0.0,36.59792999999999,24.45207,0.0
ETHYLTRICHLOROSILANE,0,-2.214506172839505,0.4118638606850618,12.0,3.168489872670569,3.3410002002142294,7.086883116883116,5.086883116883118,0.0,1.8742283950617284,0,0,2.8447242003461177,2.661600000000001,5,0,11,89.47127099999999,144.270281,0.0,63.754300000000015,0.0,0.0,1749.105142574345,2761.310516351676,0.0,365.38314719806726,-1.777573716967656,-0.3639424548515454,1229.5294948105816,334.81072445414003,-1.2932305785123963,-1.0289661157024792,5.510961061808065,28.67010477996089,2.606373161814627,0.3532878463920494,2.0959921873209395,1.6954906476487983,3.168489872670569,1.3300578525652489,20.849084224997604,3.5131778813543577,3.6821358211131714,4.087004836112452,23.490278227787115,16.932615757471332,3.9165614357311695,11.294610342316096,10.776470588235297,10.492000000000004,11.22393113772455,12.217026633393427,1.8742283950617284,0.0,0.0,1.6695025433272983,36.83423501995343,-2.614502533885525,100.33000000000004,1.1674069563735987,3.46154851942814,0.0,18.743964999999992,18.926035,0.0
DICHLORODIETHYLSILANE,0,-1.7067901234567897,0.426668647381062,12.0,3.360435142696057,4.670142508391549,7.796883116883116,3.3853881612120684,0.0,2.368055555555556,0,0,3.2874884042800345,2.946000000000001,10,0,17,126.068998,216.618253,60.466176,92.4454,12.016620718187998,4.001516143640999,2759.1226870586897,4516.579441530852,1664.2588682182409,265.74683449523286,-2.8503567004143706,0.7910205476526122,1624.85306187307,423.0217419396542,-1.1587937716262973,-0.950617301038062,7.354821712509002,37.15693576428409,2.1857021037814173,0.3725883372226459,2.089425766570033,1.6936257642940538,3.360435142696057,2.0883090146576606,29.45527609904084,4.221691526600828,4.384270288177477,4.725188483574898,32.03194581646963,22.657762772549965,4.563948858200192,16.74872541879097,15.850980392156863,15.760000000000003,13.914928143712576,19.10362690159232,4.074845679012346,0.0,0.0,2.542310644051389,28.93668494110834,-2.786341858516187,116.27000000000008,0.7795866830266497,6.98559703885628,0.0,23.237929999999984,24.45207,0.0
DIMETHYLMERCURY,0,-0.0833333333333332,0.5482965629180906,3.333333333333333,1.6329931618554523,2.7071067811865475,3.935064935064936,2.935064935064935,0.0,0.0,0,0,3.849890369370888,1.1651,6,0,9,60.209841,81.98794000000001,0.0,43.613600000000005,0.0,0.0,1472.036030575494,2087.902761110494,0.0,354.59027352611434,-1.3552219785986015,1.173460017615862,1562.850983848585,133.6111452697301,-0.2486419753086414,-0.4378271604938269,0.9055900425362468,14.100701759653546,1.566744639961505,0.0017557236306507,2.1541782835726044,1.4176616420688593,1.6329931618554523,0.4206137557775809,6.98534493368985,2.300556638235771,2.3464467729007934,3.231300309645775,5.940903713285383,5.088698563229518,1.9715422224590664,8.46285506190823,7.960784313725492,7.856000000000001,7.401651497005988,10.17279806044244,4.694444444444445,0.0,0.0,1.945530556036326,36.30342779732912,-1.3543213416151365,78.43000000000006,0.5690355937288492,3.2071067811865475,0.0,12.360758,12.719241999999998,0.0
HEXACHLOROSILANE,0,-3.006944444444444,0.5053103651415657,14.25,4.020391543176799,3.267786838055364,10.173766233766234,3.3691278484747373,0.0,0.0,0,0,3.8798356665698233,3.3754,0,0,8,81.595838,117.03105000000002,0.0,54.1086,0.0,0.0,1141.8563405462,1643.2043876117998,0.0,754.1905233813571,-0.0625,-0.0833333333333333,400.6448166354057,-150.2418062382773,-0.8930249999999998,-0.6683062499999998,-6.312656249999998,34.79006160374998,4.348757700468748,0.2736075784189546,2.0135937769657377,1.6107426353140182,4.020391543176799,0.5987950174173962,34.87420273467955,4.423958078339847,4.760992497443674,5.531870366685828,41.46555668316266,30.2517771807366,5.1857512566265545,9.150036416605971,8.925490196078432,8.184000000000001,14.455089820359284,8.357605037165971,0.0,0.0,0.0,2.188721875540867,45.75036869483155,-3.785324695965673,133.44,1.7578125,0.0,0.0,24.14,20.1,0.0
HEXACHLORODISILOXANE,1,-3.210069444444444,0.5583941131186284,14.0,3.746417931251032,3.676035128519227,11.133766233766233,10.133766233766233,0.0,0.0,0,0,4.566423777000609,3.3069999999999995,0,0,9,94.947554,153.210694,0.0,66.3586,0.0,0.0,1327.3076263487,2134.9694560528,0.0,694.4349960016904,-5.368693796677337,-12.080780368846217,524.9353987081427,-511.00064501006034,-2.579456790123458,-2.4736049382716057,-20.65321777777778,37.84679687135554,4.205199652372838,0.3554568148080956,2.0994231245660475,1.6974750556744072,3.746417931251032,1.013109347534925,39.34887090597739,4.453196865197883,4.684198453194163,5.218045021941426,47.22241412774946,34.71045629078844,5.264253883573963,10.48069919883467,10.274509803921568,9.584,14.935329341317368,9.56699111036118,0.0,0.0,0.0,1.945530556036326,56.09691672596173,-3.5205377535090863,139.30999999999997,1.783224105885152,0.0,0.2093203862759093,24.942,29.556000000000004,9.23
TRISILANE,0,0.6944444444444444,0.2749206827215958,12.0,1.6329931618554523,2.7071067811865475,3.650649350649352,2.650649350649353,0.0,0.0,0,0,3.225530443582393,-3.2840000000000003,0,0,11,67.460844,107.017252,0.0,47.80280000000002,0.0,0.0,1678.690876661192,2469.375009334543,0.0,433.0197827550825,-0.0061218243036424,-0.0390776451382511,2407.366150989825,-583.6039153914728,-0.0476033057851251,-0.1119206611570261,-12.509504700746572,64.72849566145962,5.884408696496329,0.0021481398354927,1.982935704610601,1.5849357046106012,1.6329931618554523,0.3345368335798627,9.298105565068308,3.004575880591837,3.2807313714158126,3.75992371235863,10.807508571124194,9.029320647820931,3.475387137745907,9.887108521485796,9.137254901960786,9.128000000000002,13.128349700598802,11.83295151994174,0.0,-0.2545454545454546,0.0,2.614080682014861,19.596712445217985,-0.09806850024187,84.57000000000005,1.6380711874576983,0.0,0.0,21.924343999999987,38.905656,0.0
ETHYLBENZENE HYDROPEROXIDE,0,-0.2350000000000003,0.5012832495512561,13.0,2.746978188530898,5.819563501101577,7.249409190371992,1.5589932097607084,8.288206727135298,1.787037037037037,1,1,2.424114117530204,2.2372,10,0,20,154.21220000000005,243.82850399999995,141.619356,122.9,28.088491427037,13.626425961641,3234.43394056749,4823.138915213548,3291.890312999091,206.5877106116327,19.3,-15.12,1011.5158535508796,27.55893964963497,0.6336799999999971,0.7999999999999982,0.6027392000000034,26.31522323824497,1.315761161912249,0.9939547811126266,2.4398181377711934,2.1938358868129484,2.239538805558813,3.794991708365707,37.57226495103171,3.796985663138203,3.783490312506037,3.7484431365984863,38.72479435401124,29.299633442415825,3.900180905141652,20.10050983248361,19.32549019607844,19.6,12.953251497005986,22.495220376011297,1.787037037037037,0.0503030303030301,0.3,2.9609640474436816,26.920916641962776,-1.2122940916778906,111.56000000000007,0.355665793856503,15.970583103372151,0.355665793856503,21.631929999999983,10.032069999999996,29.46
"2,6-DIAMINOTOLUENE",0,0.7592592592592595,0.5071584204162337,9.444444444444445,3.2478347337367026,5.386751345948129,5.947877237851663,0.964056308274172,0.0,1.907407407407408,4,2,1.304053200136168,1.15942,10,0,19,140.37152400000002,221.52856,73.90310400000001,110.9998,23.090672186677995,4.890741953338999,3159.2171384924904,4584.169534028944,2034.094172266739,198.0044264735778,17.999999999999996,2.468144044321331,953.4512987194502,131.15875513949763,-0.4260421052631598,-0.4608000000000011,0.9466635600000016,28.960089409705773,1.5242152320897775,0.995955585250428,2.434216558601878,2.18897953152473,2.4133248481963467,3.0873745807213404,27.58896127726435,3.0896831283820787,3.0710826951151,3.049366627515221,26.779036236188787,18.162516876513543,3.014380497803779,18.76547705753824,18.011764705882353,18.256,12.310137724550898,21.657924744456185,1.907407407407408,0.1504273504273504,0.3157894736842105,2.8879350212250974,23.55619378902641,-1.5657758470185204,105.69000000000004,0.3878891134689071,13.89153119404244,0.0,20.55792999999999,8.892069999999997,52.04
ACETOVANILLONE,0,-0.04787037037037,0.6786166527324065,9.5,3.134300249949544,6.995760983996562,8.585328884652048,1.557011092837172,9.18043745275888,1.464108087679516,1,1,2.3308832049007533,1.6033999999999995,10,0,22,175.1044320000001,275.509072,208.13363200000003,141.4,38.853827748188,23.965591511641,3546.6795824599903,5384.287750752945,4523.092021871092,216.8937223157427,33.0,2.0,1077.04541941072,-1.3892372506980717,-0.2443454545454567,-0.3000000000000007,-0.1263171203636331,29.187557803699058,1.3267071728954116,0.995525962933866,2.436284313117385,2.190564206729046,2.4381669647196818,4.139743431043867,49.082239141761605,4.141956345192413,4.126930617720443,4.087365488146453,50.60657377698253,36.60277308068304,4.253284103473191,22.43117261471231,21.674509803921573,22.0,14.43349101796407,24.704606449206505,2.9075302343159484,0.0455128205128204,0.2727272727272727,3.022886066546268,25.005043219737296,-1.8238502249762656,127.22000000000004,0.4463458744966582,17.897938609302475,0.4463458744966582,24.103929999999984,12.636069999999997,46.53
VANILLIN,0,0.0399074074074075,0.6477438574453785,9.181818181818182,3.1161641338580512,6.073111253186188,7.595374077976819,1.490370509139573,9.089545540438396,0.0,1,1,2.1081569077654403,1.2133,8,0,19,154.12698800000004,233.015184,137.22624,125.47,26.356025349943,15.206888205094,3050.049922321492,4428.3362914455465,3011.5877324752446,225.5777631755342,15.947368421052628,-13.767313019390588,907.2450996349364,3.026378653321253,-0.2993210526315793,-0.3631578947368427,-0.1004312090526302,25.437225262500604,1.338801329605295,0.9975778891627068,2.4374619343521085,2.191725357338757,2.3738557316390883,3.74576300324932,40.61996772932555,3.748173591971012,3.731804068869771,3.6886826747135584,42.13781369629412,30.08884902919576,3.869343584115284,19.543335761107063,18.949019607843137,19.24,12.634936526946108,21.28931680328233,1.434162887377173,0.0507575757575756,0.3157894736842105,2.776573026429656,24.439198916701606,-1.4273125949930283,113.13000000000008,0.4889524413090138,16.038958950603188,0.4889524413090138,21.100343999999986,10.629655999999995,46.53
DIGLYCOLIC ACID,0,-1.1701388888888886,0.5239511333959435,8.88888888888889,3.1028259423155777,4.5333856247646,7.899999999999999,6.899999999999999,15.816868858654573,-1.126388888888889,2,2,3.3781856540084387,-0.8277999999999999,6,0,15,137.231428,188.474644,94.51598400000002,115.29000000000002,11.862592508,6.578356239396,2543.939765517994,3447.0645952954983,1787.7208467327962,197.5015972269791,3.5555555555555567,-25.33333333333333,573.0299478741889,-27.329003790703403,-1.065844444444445,-1.2855111111111113,-0.5337477028202843,16.159809253749724,1.0773206169166485,1.990918247548404,2.608537321546915,2.365582861329055,2.914658625512464,4.265278070615446,37.46514090720065,4.270167730524303,4.236948559963071,4.14926796052722,39.96179432472603,32.8768852728967,4.515010437386108,16.31682447195921,15.921568627450984,16.280000000000005,8.79686107784431,17.292799303748566,0.0,0.1501683501683499,0.0,2.3412943652509166,26.59764555901284,0.8552018856252883,87.97000000000007,0.9655355111161884,7.808480249858766,0.9655355111161884,14.690758,9.491242,83.83
LEVULINIC ACID,1,-0.9164814814814812,0.5816626924315285,8.625,3.1818458670936187,4.67792373880078,7.140000000000001,5.14,8.01013888888889,1.3779166666666665,1,1,2.839921988795518,0.4402,8,0,16,131.50544000000002,195.112704,73.415808,106.72,11.976168478792,4.856920212,2669.666854051492,3941.266500408545,1449.41248458595,188.4641746929476,20.984375,-4.109375,720.2850562165036,-36.43193670261793,-0.3043347656249999,-0.3389062499999999,-0.1472407349622511,18.87940686888973,1.1799629293056084,0.9959538603768658,2.554050203115926,2.309419929051748,2.9278193611827583,4.075620121987605,32.05699823528349,4.077013941972012,4.067546391567301,4.042576811768341,32.78578666454195,26.837142849746307,4.146917322846016,16.543335761107066,15.949019607843136,16.240000000000002,9.63493652694611,18.28931680328233,1.3779166666666665,0.0763888888888888,0.0,2.5227829985375174,20.902475551198588,-0.3449437259152252,90.32000000000008,0.6314822008320482,9.450063104707787,0.6314822008320482,16.090343999999998,9.761656,54.370000000000005
MALIC ACID,1,-1.789351851851852,0.4553398825584314,12.555555555555555,3.632432151939845,4.4425944178037735,7.899999999999999,3.479710144927536,24.143472222222226,0.0,3,3,2.6616912847704417,-1.0934,6,0,15,137.231428,182.23608800000005,44.603136,115.29000000000002,8.182660197396,2.583684848849,2543.939765517994,3292.7561124114995,925.654758808849,197.5015972269791,-0.7777777777777759,-2.999999999999999,573.0299478741889,60.73541013775309,-1.3773444444444447,-1.585511111111111,0.3370359731797154,16.159809253749724,1.0773206169166485,1.9850904010837167,2.564614764545494,2.3203232607966893,3.376600515177144,4.0539653156085125,35.54221918503356,4.056509761394627,4.039225698377828,3.993631334586821,36.98326206451642,29.21467726100398,4.18406240847393,16.31682447195921,15.921568627450984,16.280000000000005,8.79686107784431,17.292799303748566,0.0,0.2064814814814811,0.0,2.3412943652509166,25.049259335579503,1.526881885625288,87.97000000000007,0.9385259210639364,7.8807941154725905,0.9385259210639364,14.690758,7.755242,94.83
GUAIACOL,0,0.1805555555555558,0.6127725486570803,9.0,3.0065240073265844,5.164862962722324,5.947877237851663,1.1340794947334671,8.98550925925926,0.0,1,1,1.5831674610154003,1.4008,8,0,17,133.234756,205.546732,95.655168,106.97,19.265860459094,8.90030628849,2737.804280428992,3989.342521867298,2461.66671109409,214.47469538949792,15.352941176470583,-3.698961937716261,848.5042799279262,-2.925310842336493,-0.2047000000000006,-0.2529411764705893,-0.1260536661176459,22.58700308113692,1.3286472400668776,0.9975783763471312,2.44386100523629,2.198092631745895,2.29725588417896,3.05515941962281,27.132493033453475,3.0576711667178578,3.040614024619525,2.995673753775664,28.385591504910828,20.270655749025305,3.183879038845601,17.21267297887837,16.599999999999998,16.84,11.154697005988025,19.07993073008712,1.5228703703703703,0.057037037037037,0.3529411764705882,2.685381438494307,24.966417342562742,-1.3001199510676529,97.47000000000008,0.404093186699854,13.912088763430573,0.404093186699854,18.628343999999995,9.761656,29.46
ETHYLENE GLYCOL MONOPROPYL ETHER,0,0.1388888888888888,0.5231698368256404,9.428571428571429,2.447472887876344,4.683889010710011,6.92,5.920000000000001,8.167882653061223,3.4223951247165534,1,1,5.852342857142857,0.4053,12,0,19,145.02758000000003,248.685788,152.30357999999995,113.83,19.890122310792,14.425496690187998,3223.886176345988,5262.863589752243,3661.458992375688,153.86163136034347,2.8919667590027727,-19.279778393351805,834.4666208125417,-132.3198135511933,-0.1010069252077571,-0.1386703601108036,-0.913354799684917,20.190202018879774,1.062642211519988,0.9879446809463204,2.5953392982305075,2.349572734845015,2.447472887876344,4.13181370293136,28.59370370839377,4.1355280400193015,4.110295559590175,4.043716450499853,30.0040932854906,24.19463333204025,4.321632548106473,18.988346686088857,18.050980392156863,18.36,10.751805988023952,21.910510021935472,2.03906179138322,0.0773809523809524,0.0,2.9804837096363515,19.07357957097032,-0.9795818848672484,93.05000000000013,0.5182016270815863,9.206377387526766,0.5182016270815863,17.955515999999996,13.774483999999998,29.46
2-(2-BUTOXYETHOXY)ETHANOL,0,0.0922222222222222,0.5367500089766016,10.363636363636363,2.6909155266923976,7.213457644733518,10.88,9.880000000000004,8.341196314958491,4.681525482093663,1,1,9.772218181818182,0.812,18,0,29,221.31162800000007,398.8157080000001,296.5395,173.87,41.45519181067799,35.372052923885995,4899.226442563981,8343.609403322791,6562.846138984485,158.51086016015353,6.3686087990487605,-35.833531510107015,1301.7678542252493,-185.01793209092057,0.0070422116527896,-0.0585731272294897,-1.492115042091643,31.74730441713451,1.0947346350736038,0.98794024249222,2.578790851548177,2.332906742757999,2.6909155266923976,6.5635833445692136,71.65601761359383,6.569632672359037,6.528538094734628,6.420106218202224,75.17513996550241,59.95670189562752,6.872736881316038,28.982520029133287,27.5764705882353,28.04,16.62770898203593,33.365765032903205,2.130576014343601,0.0507575757575756,0.0,3.579777156142244,30.75877007450377,-1.996460701219216,141.18999999999997,0.5131745556737346,15.18384211560709,0.5131745556737346,27.76827399999997,21.529726,38.69
m-CHLOROANILINE,1,0.6851851851851856,0.5297860823199099,9.125,3.077660437970554,4.264715818957357,5.446798905608755,1.138019488647966,0.6851851851851856,0.0,2,1,1.397559780878992,1.9222,6,0,14,107.831141,159.76402799999997,13.436928,83.97380000000001,8.655225854547,0.8892258096979999,2249.671539312394,3096.2647263312497,369.835304048498,248.2063577654525,2.984126984126984,-12.04938271604938,759.4675915857156,83.19880598470942,-0.2730000000000001,-0.2687142857142849,0.6486319885714282,20.62138660244084,1.4729561858886313,0.774009809397902,2.442313956546344,2.1954269257108385,2.2306376583301173,2.550012012133047,21.845641890226005,2.76352215806956,2.7613505217731005,2.787531658760611,21.8135346003,15.70871167733902,2.7601521842299768,14.092134013109977,13.607843137254903,13.640000000000004,10.359735329341316,15.688231041801728,0.0,0.1071428571428572,0.4285714285714285,2.2156821434752767,25.05128201091113,-2.008384664913265,93.86000000000006,0.4367280819918436,12.039133558239683,0.0,17.300758,5.959242,26.02
4-CHLORO-3-NITROBENZOTRIFLUORIDE,0,-4.601836419753087,0.5437747881122968,11.428571428571429,3.267886414704282,6.50761887603347,10.778740157480314,2.1380003822548788,9.93803476946334,0.0,0,0,2.6574244816868835,3.2670000000000003,3,0,17,169.919697,254.027552,148.338336,150.63379999999998,16.988462279849,7.392599972000002,3103.277390454647,4543.8032823079,2471.7531945243,280.5334263616489,11.509803921568627,45.5355205262933,538.823074276941,10.603257015694622,0.5194000000000013,0.6839999999999995,0.4433512976470581,82.20193054004218,4.8354076788260105,0.7740111990668002,2.436645555261182,2.1899323603340446,2.6228857844726616,4.279451174180368,60.44124969150575,4.426673147324602,4.365209283696714,4.326135389497644,59.41837499969786,44.26830761850068,4.352187303061641,19.29169701383832,19.4,19.72,12.12298143712575,20.125898865927194,0.0,0.0,0.3529411764705882,1.8330152622782443,36.58574534566024,-3.460360179354529,120.67000000000004,0.8755280754580598,14.604204165311709,0.2437599517269511,20.245379,8.024621,43.14
